"ENTITY_NM_ID","OBJ_ID","ENTITY_ID","NM_TYP_CD","FIRST_NM","MIDDLE_NM","LAST_NM","SUFFIX_NM","TITLE_NM","DFLT_IND","ACTV_IND"
"3225","3225","3225","PRFR","ELVIA","A","SWART","","","Y","Y"
"3226","3226","3226","PRFR","KRIS","T","GOURLEY","","","Y","Y"
"3227","3227","3227","PRFR","STANLEY","M","VANSCOY","","","Y","Y"
"3228","3228","3228","PRFR","JEFFEREY","C","MCPHEE","","","Y","Y"
"3229","3229","3229","PRFR","CASEY","Y","HARLAN","","","Y","Y"
"3230","3230","3230","PRFR","JOSEPHINE","D","NEVES","","","Y","Y"
"3231","3231","3231","PRFR","KATHLEEN","R","BARNES","","","Y","Y"
"3232","3232","3232","PRFR","DEBORAH","Q","ARNESON","","","Y","Y"
"3233","3233","3233","PRFR","EDWIN","I","FISCUS","","","Y","Y"
"3234","3234","3234","PRFR","SOFIA","Y","MAULDIN","","","Y","Y"
"3235","3235","3235","PRFR","RICKEY","L","BALDWIN","","","Y","Y"
"3236","3236","3236","PRFR","VANCE","B","MADDUX","","","Y","Y"
"3237","3237","3237","PRFR","CASSANDRA","I","NEWTON","","","Y","Y"
"3238","3238","3238","PRFR","CORRINE","Z","MCCUE","","","Y","Y"
"3239","3239","3239","PRFR","MARIA","D","LUNN","","","Y","Y"
"3240","3240","3240","PRFR","AILEEN","Q","SOLLARS","","","Y","Y"
"3241","3241","3241","PRFR","NOELLE","S","LOEB","","","Y","Y"
"3242","3242","3242","PRFR","CHRISTY","G","UNRUH","","","Y","Y"
"3243","3243","3243","PRFR","MARCI","S","SLUSHER","","","Y","Y"
"3244","3244","3244","PRFR","MAGDALENA","J","IRIZARRY","","","Y","Y"
"3245","3245","3245","PRFR","KELSEY","R","MENESES","","","Y","Y"
"3246","3246","3246","PRFR","MOLLIE","E","SANDOVAL","","","Y","Y"
"3247","3247","3247","PRFR","ROBT","Q","DEGROOT","","","Y","Y"
"3248","3248","3248","PRFR","ALLAN","H","SEXTON","","","Y","Y"
"3249","3249","3249","PRFR","MITCH","U","FUNKHOUSER","","","Y","Y"
"3250","3250","3250","PRFR","FREDDY","U","CROSSLEY","","","Y","Y"
"3251","3251","3251","PRFR","BETTE","Q","OLIVEIRA","","","Y","Y"
"3252","3252","3252","PRFR","TAMIKA","I","FORSYTH","","","Y","Y"
"3253","3253","3253","PRFR","MAUDE","K","LYNN","","","Y","Y"
"3254","3254","3254","PRFR","FREDDY","A","HARR","","","Y","Y"
"3255","3255","3255","PRFR","HALEY","Y","KRUG","","","Y","Y"
"3256","3256","3256","PRFR","BROCK","H","SUZUKI","","","Y","Y"
"3257","3257","3257","PRFR","ROLLAND","J","BRANNEN","","","Y","Y"
"3258","3258","3258","PRFR","FANNIE","W","BRANTON","","","Y","Y"
"3259","3259","3259","PRFR","LENA","U","BOSWORTH","","","Y","Y"
"3260","3260","3260","PRFR","LACEY","C","NEVINS","","","Y","Y"
"3261","3261","3261","PRFR","ALLIE","I","KINGSLEY","","","Y","Y"
"3262","3262","3262","PRFR","SONNY","W","KEPHART","","","Y","Y"
"3263","3263","3263","PRFR","LILIA","V","LINEBERRY","","","Y","Y"
"3264","3264","3264","PRFR","ELMO","Z","HOYOS","","","Y","Y"
"3265","3265","3265","PRFR","LEILA","B","SHORE","","","Y","Y"
"3266","3266","3266","PRFR","WILFREDO","O","WREN","","","Y","Y"
"3267","3267","3267","PRFR","ESTER","Q","HITE","","","Y","Y"
"3268","3268","3268","PRFR","TY","C","OLDHAM","","","Y","Y"
"3269","3269","3269","PRFR","MARJORIE","I","HULSEY","","","Y","Y"
"3270","3270","3270","PRFR","COLETTE","Y","DOWNER","","","Y","Y"
"3272","3272","3272","PRFR","NESTOR","C","BARDEN","","","Y","Y"
"3273","3273","3273","PRFR","LANNY","M","KERLEY","","","Y","Y"
"3274","3274","3274","PRFR","HUNTER","N","SHEEHY","","","Y","Y"
"3275","3275","3275","PRFR","CASEY","A","STOUT","","","Y","Y"
"3276","3276","3276","PRFR","MARIO","O","RHODES","","","Y","Y"
"3277","3277","3277","PRFR","LEO","L","BLAKE","","","Y","Y"
"3278","3278","3278","PRFR","SHANA","P","MOLL","","","Y","Y"
"3279","3279","3279","PRFR","DESIREE","D","PETREE","","","Y","Y"
"3280","3280","3280","PRFR","ANTOINETTE","M","DELGADILLO","","","Y","Y"
"3281","3281","3281","PRFR","THERESE","K","GREENLEE","","","Y","Y"
"3282","3282","3282","PRFR","MALINDA","F","RIOJAS","","","Y","Y"
"3283","3283","3283","PRFR","BRYAN","A","GRANVILLE","","","Y","Y"
"3284","3284","3284","PRFR","FRANK","U","HOWSE","","","Y","Y"
"3285","3285","3285","PRFR","CALEB","J","SIPES","","","Y","Y"
"3286","3286","3286","PRFR","MONA","P","ORMSBY","","","Y","Y"
"3287","3287","3287","PRFR","WESLEY","I","RAINES","","","Y","Y"
"3288","3288","3288","PRFR","LEMUEL","K","SHIFLETT","","","Y","Y"
"3289","3289","3289","PRFR","JUAN","H","HOLIFIELD","","","Y","Y"
"3290","3290","3290","PRFR","BRYCE","R","BILODEAU","","","Y","Y"
"3291","3291","3291","PRFR","TOM","R","RODRIGUES","","","Y","Y"
"3292","3292","3292","PRFR","ESTELLA","C","GLEASON","","","Y","Y"
"3293","3293","3293","PRFR","LANCE","W","HUMES","","","Y","Y"
"3294","3294","3294","PRFR","CURTIS","R","VIOLETTE","","","Y","Y"
"3295","3295","3295","PRFR","MARCELINO","Y","LEARY","","","Y","Y"
"3296","3296","3296","PRFR","FRED","D","PELLETIER","","","Y","Y"
"3297","3297","3297","PRFR","STEPHAN","K","REAMS","","","Y","Y"
"3298","3298","3298","PRFR","KYLE","C","EMERY","","","Y","Y"
"3299","3299","3299","PRFR","BUD","O","MIDDLEBROOKS","","","Y","Y"
"3300","3300","3300","PRFR","AUGUSTA","D","BLOCKER","","","Y","Y"
"3301","3301","3301","PRFR","MARGO","P","FRAZIER","","","Y","Y"
"3302","3302","3302","PRFR","GERARDO","S","HAUGH","","","Y","Y"
"3303","3303","3303","PRFR","LANE","U","FUTCH","","","Y","Y"
"3304","3304","3304","PRFR","BRAIN","H","COFFEE","","","Y","Y"
"3305","3305","3305","PRFR","TERRENCE","D","BLACKMORE","","","Y","Y"
"3306","3306","3306","PRFR","FRANCES","Z","COOKS","","","Y","Y"
"3307","3307","3307","PRFR","CRISTINA","H","BARBOSA","","","Y","Y"
"3308","3308","3308","PRFR","LARRY","M","JARBOE","","","Y","Y"
"3309","3309","3309","PRFR","KENTON","O","LECHNER","","","Y","Y"
"3310","3310","3310","PRFR","ALBERTO","R","SERGENT","","","Y","Y"
"3311","3311","3311","PRFR","RORY","N","ROYSTER","","","Y","Y"
"3312","3312","3312","PRFR","LUCILLE","P","LINGO","","","Y","Y"
"3313","3313","3313","PRFR","MARION","O","GREGG","","","Y","Y"
"3314","3314","3314","PRFR","HILARIO","E","CALKINS","","","Y","Y"
"3315","3315","3315","PRFR","ROSENDO","H","FOLTZ","","","Y","Y"
"3316","3316","3316","PRFR","JULIO","B","QUESADA","","","Y","Y"
"3317","3317","3317","PRFR","GRACE","N","MARQUIS","","","Y","Y"
"3318","3318","3318","PRFR","LISA","T","NORTHROP","","","Y","Y"
"3319","3319","3319","PRFR","DANNIE","C","KEESEE","","","Y","Y"
"3320","3320","3320","PRFR","JOY","A","HOMAN","","","Y","Y"
"3321","3321","3321","PRFR","KRISTY","L","SIEVERS","","","Y","Y"
"3322","3322","3322","PRFR","BRAIN","S","VICE","","","Y","Y"
"3323","3323","3323","PRFR","JODIE","S","URIBE","","","Y","Y"
"3324","3324","3324","PRFR","KARYN","B","AUBIN","","","Y","Y"
"3325","3325","3325","PRFR","SHELBY","L","SCOGGINS","","","Y","Y"
"3326","3326","3326","PRFR","WILDA","I","DODDS","","","Y","Y"
"3327","3327","3327","PRFR","NELDA","C","SIPPLE","","","Y","Y"
"3328","3328","3328","PRFR","MARIANO","Z","CARR","","","Y","Y"
"3329","3329","3329","PRFR","ESTELLA","D","TREXLER","","","Y","Y"
"3330","3330","3330","PRFR","JAN","E","LARRABEE","","","Y","Y"
"3331","3331","3331","PRFR","TRAVIS","W","KINSLOW","","","Y","Y"
"3332","3332","3332","PRFR","MALCOLM","L","OLOUGHLIN","","","Y","Y"
"3333","3333","3333","PRFR","HANS","R","BECKWITH","","","Y","Y"
"3334","3334","3334","PRFR","GREG","R","AVENT","","","Y","Y"
"3335","3335","3335","PRFR","HELEN","V","MARTE","","","Y","Y"
"3336","3336","3336","PRFR","DONALD","F","ALBERTS","","","Y","Y"
"3337","3337","3337","PRFR","JERRY","O","NEACE","","","Y","Y"
"3338","3338","3338","PRFR","NAOMI","W","VIOLETTE","","","Y","Y"
"3339","3339","3339","PRFR","ROOSEVELT","X","LEDUC","","","Y","Y"
"3340","3340","3340","PRFR","CORNELIUS","B","BEAUREGARD","","","Y","Y"
"3341","3341","3341","PRFR","JERRY","R","NICKELSON","","","Y","Y"
"3342","3342","3342","PRFR","DARWIN","O","MARLIN","","","Y","Y"
"3343","3343","3343","PRFR","REGGIE","I","LANDA","","","Y","Y"
"3344","3344","3344","PRFR","KERRI","F","FRAZIER","","","Y","Y"
"3345","3345","3345","PRFR","RANDELL","Z","STOTTS","","","Y","Y"
"3346","3346","3346","PRFR","EDDIE","I","SPILLER","","","Y","Y"
"3347","3347","3347","PRFR","BRENDA","O","ALBIN","","","Y","Y"
"3348","3348","3348","PRFR","JAY","H","DUGAN","","","Y","Y"
"3349","3349","3349","PRFR","ASHLEY","H","WALSTON","","","Y","Y"
"3350","3350","3350","PRFR","BILLY","J","KROUSE","","","Y","Y"
"3351","3351","3351","PRFR","ANNETTE","W","GARRY","","","Y","Y"
"3352","3352","3352","PRFR","CYNTHIA","J","MILLETT","","","Y","Y"
"3353","3353","3353","PRFR","DOMINIQUE","S","HOWSE","","","Y","Y"
"3354","3354","3354","PRFR","CARMINE","W","RUDNICK","","","Y","Y"
"3355","3355","3355","PRFR","DWIGHT","C","COTE","","","Y","Y"
"3356","3356","3356","PRFR","SERGIO","X","GOMEZ","","","Y","Y"
"3357","3357","3357","PRFR","JILL","F","HOLGUIN","","","Y","Y"
"3358","3358","3358","PRFR","DEANNE","Q","NICOL","","","Y","Y"
"3359","3359","3359","PRFR","GALE","G","MCGANN","","","Y","Y"
"3360","3360","3360","PRFR","KATIE","Z","DIMAGGIO","","","Y","Y"
"3361","3361","3361","PRFR","SALVATORE","U","MCCRAW","","","Y","Y"
"3362","3362","3362","PRFR","DUDLEY","V","MATTE","","","Y","Y"
"3363","3363","3363","PRFR","ALTA","Z","KNOWLES","","","Y","Y"
"3364","3364","3364","PRFR","BESSIE","G","LAMM","","","Y","Y"
"3365","3365","3365","PRFR","CANDICE","L","LABONTE","","","Y","Y"
"3366","3366","3366","PRFR","WHITNEY","J","THELEN","","","Y","Y"
"3367","3367","3367","PRFR","JARRED","N","KAMINSKY","","","Y","Y"
"3368","3368","3368","PRFR","CLINTON","F","LAW","","","Y","Y"
"3369","3369","3369","PRFR","JULIA","B","MORALES","","","Y","Y"
"3370","3370","3370","PRFR","WILLARD","X","JOHNSTONE","","","Y","Y"
"3371","3371","3371","PRFR","LYNETTE","M","MORIN","","","Y","Y"
"3372","3372","3372","PRFR","BRENDA","J","OAKLEY","","","Y","Y"
"3373","3373","3373","PRFR","IRVING","F","HARGETT","","","Y","Y"
"3374","3374","3374","PRFR","TYRONE","B","BLUE","","","Y","Y"
"3375","3375","3375","PRFR","JASPER","B","SWANEY","","","Y","Y"
"3376","3376","3376","PRFR","ERVIN","R","BUNDY","","","Y","Y"
"3377","3377","3377","PRFR","LILLIAN","C","MCCAFFREY","","","Y","Y"
"3378","3378","3378","PRFR","LEANNA","T","CHIU","","","Y","Y"
"3379","3379","3379","PRFR","BARNEY","N","OBER","","","Y","Y"
"3380","3380","3380","PRFR","DERRICK","W","CASARES","","","Y","Y"
"3381","3381","3381","PRFR","ALISA","J","OLIVAS","","","Y","Y"
"3382","3382","3382","PRFR","BERTHA","V","DONEY","","","Y","Y"
"3383","3383","3383","PRFR","FREDA","L","MOHAN","","","Y","Y"
"3384","3384","3384","PRFR","RODRIGO","A","HADFIELD","","","Y","Y"
"3385","3385","3385","PRFR","DOUG","U","DAVIDSON","","","Y","Y"
"3386","3386","3386","PRFR","THAD","Y","ASHBAUGH","","","Y","Y"
"3387","3387","3387","PRFR","NOLAN","N","MCWHIRTER","","","Y","Y"
"3388","3388","3388","PRFR","NICHOLAS","E","WIGFALL","","","Y","Y"
"3389","3389","3389","PRFR","SHERYL","B","REID","","","Y","Y"
"3390","3390","3390","PRFR","KIM","G","GODFREY","","","Y","Y"
"3391","3391","3391","PRFR","ANTONE","O","BAYS","","","Y","Y"
"3392","3392","3392","PRFR","ELLA","D","CONNER","","","Y","Y"
"3393","3393","3393","PRFR","ETHAN","O","HURLBURT","","","Y","Y"
"3394","3394","3394","PRFR","DELORES","V","FLICKINGER","","","Y","Y"
"3395","3395","3395","PRFR","DAMIAN","Y","MARQUIS","","","Y","Y"
"3396","3396","3396","PRFR","AMALIA","Q","HARP","","","Y","Y"
"3397","3397","3397","PRFR","DEE","H","FRANKS","","","Y","Y"
"3398","3398","3398","PRFR","REYNA","Q","MUNROE","","","Y","Y"
"3399","3399","3399","PRFR","DOYLE","Q","SILLS","","","Y","Y"
"3400","3400","3400","PRFR","ELLA","G","QUILLEN","","","Y","Y"
"3401","3401","3401","PRFR","WOODROW","F","ROSENBERRY","","","Y","Y"
"3402","3402","3402","PRFR","JAIME","B","BITNER","","","Y","Y"
"3403","3403","3403","PRFR","SANDRA","N","FITZ","","","Y","Y"
"3404","3404","3404","PRFR","DOROTHEA","S","MEEHAN","","","Y","Y"
"3405","3405","3405","PRFR","BERNADETTE","P","SNEAD","","","Y","Y"
"3406","3406","3406","PRFR","MARGIE","H","BESSETTE","","","Y","Y"
"3407","3407","3407","PRFR","CLARK","I","SCHAEFFER","","","Y","Y"
"3408","3408","3408","PRFR","JANA","X","HOSKINS","","","Y","Y"
"3409","3409","3409","PRFR","DUANE","M","CUMMINGS","","","Y","Y"
"3410","3410","3410","PRFR","BERNARDO","O","GROFF","","","Y","Y"
"3411","3411","3411","PRFR","VONDA","I","PEABODY","","","Y","Y"
"3412","3412","3412","PRFR","VERNA","Z","HOLMAN","","","Y","Y"
"3413","3413","3413","PRFR","HOUSTON","G","CANALES","","","Y","Y"
"3414","3414","3414","PRFR","MADELYN","N","WAITS","","","Y","Y"
"3415","3415","3415","PRFR","MARLA","U","FLANDERS","","","Y","Y"
"3416","3416","3416","PRFR","DAMIEN","R","ESQUIVEL","","","Y","Y"
"3417","3417","3417","PRFR","HANK","N","MAYER","","","Y","Y"
"3418","3418","3418","PRFR","RORY","R","DICKENSON","","","Y","Y"
"3419","3419","3419","PRFR","GIOVANNI","J","POSTON","","","Y","Y"
"3420","3420","3420","PRFR","ELMA","O","STEELE","","","Y","Y"
"3421","3421","3421","PRFR","BESSIE","K","SUTER","","","Y","Y"
"3422","3422","3422","PRFR","LACY","O","SOILEAU","","","Y","Y"
"3423","3423","3423","PRFR","ANTHONY","R","TURPIN","","","Y","Y"
"3424","3424","3424","PRFR","PAT","R","MCGEE","","","Y","Y"
"3425","3425","3425","PRFR","MARI","T","PULIDO","","","Y","Y"
"3426","3426","3426","PRFR","FREDRICK","G","JACOBS","","","Y","Y"
"3427","3427","3427","PRFR","NOEMI","B","TETREAULT","","","Y","Y"
"3428","3428","3428","PRFR","JULIA","C","VIOLETTE","","","Y","Y"
"3429","3429","3429","PRFR","MYRTLE","G","DAWSON","","","Y","Y"
"3430","3430","3430","PRFR","SCOT","E","ELLISON","","","Y","Y"
"3431","3431","3431","PRFR","KIRK","L","SHENK","","","Y","Y"
"3432","3432","3432","PRFR","ROSALINDA","B","RINGER","","","Y","Y"
"3433","3433","3433","PRFR","FLOYD","E","LINGO","","","Y","Y"
"3434","3434","3434","PRFR","LEO","W","SHULTS","","","Y","Y"
"3435","3435","3435","PRFR","SERGIO","W","GAITHER","","","Y","Y"
"3436","3436","3436","PRFR","MITZI","O","GLOVER","","","Y","Y"
"3437","3437","3437","PRFR","ROSALIND","P","ROBICHAUX","","","Y","Y"
"3438","3438","3438","PRFR","TORY","H","HIGGS","","","Y","Y"
"3439","3439","3439","PRFR","CAMERON","E","COZART","","","Y","Y"
"3440","3440","3440","PRFR","JACQUELYN","P","VARNADO","","","Y","Y"
"3441","3441","3441","PRFR","RODERICK","W","STOWELL","","","Y","Y"
"3442","3442","3442","PRFR","CARMEN","X","TRADER","","","Y","Y"
"3443","3443","3443","PRFR","AURORA","T","BAILLARGEON","","","Y","Y"
"3444","3444","3444","PRFR","JACKSON","M","SCHRAMM","","","Y","Y"
"3445","3445","3445","PRFR","INA","J","MCCOLLOUGH","","","Y","Y"
"3446","3446","3446","PRFR","GUS","D","WOLFENBARGER","","","Y","Y"
"3447","3447","3447","PRFR","DANE","H","HICKERSON","","","Y","Y"
"3448","3448","3448","PRFR","CHANDRA","P","CHEUNG","","","Y","Y"
"3449","3449","3449","PRFR","EVERETTE","C","CANN","","","Y","Y"
"3450","3450","3450","PRFR","ROYCE","Z","HACKETT","","","Y","Y"
"3451","3451","3451","PRFR","IRIS","G","COUNTS","","","Y","Y"
"3452","3452","3452","PRFR","ERNESTINE","D","DOE","","","Y","Y"
"3453","3453","3453","PRFR","RICKY","E","ARBUCKLE","","","Y","Y"
"3454","3454","3454","PRFR","CATALINA","T","FORET","","","Y","Y"
"3455","3455","3455","PRFR","ALEC","P","COCHRAN","","","Y","Y"
"3456","3456","3456","PRFR","KARINA","L","MCGREGOR","","","Y","Y"
"3457","3457","3457","PRFR","VERNA","N","WORK","","","Y","Y"
"3458","3458","3458","PRFR","NATALIA","U","BUFORD","","","Y","Y"
"3459","3459","3459","PRFR","HOWARD","J","LACKEY","","","Y","Y"
"3460","3460","3460","PRFR","ELAINE","J","SISK","","","Y","Y"
"3461","3461","3461","PRFR","MATILDA","Q","WILLINGHAM","","","Y","Y"
"3462","3462","3462","PRFR","ESMERALDA","D","CHRISTIANSON","","","Y","Y"
"3463","3463","3463","PRFR","ARRON","H","DURDEN","","","Y","Y"
"3464","3464","3464","PRFR","MARGRET","Q","ISAACSON","","","Y","Y"
"3465","3465","3465","PRFR","SIMON","C","GORMAN","","","Y","Y"
"3466","3466","3466","PRFR","MIKE","L","LARGENT","","","Y","Y"
"3467","3467","3467","PRFR","WESLEY","O","BREAULT","","","Y","Y"
"3468","3468","3468","PRFR","JANNA","B","ARAUJO","","","Y","Y"
"3469","3469","3469","PRFR","MARVA","M","SWINK","","","Y","Y"
"3470","3470","3470","PRFR","MITCH","I","WINES","","","Y","Y"
"3471","3471","3471","PRFR","TERRY","Y","MCMILLAN","","","Y","Y"
"3472","3472","3472","PRFR","DREW","G","STAPLES","","","Y","Y"
"3473","3473","3473","PRFR","NOLA","G","SMART","","","Y","Y"
"3474","3474","3474","PRFR","OPHELIA","X","LEONG","","","Y","Y"
"3475","3475","3475","PRFR","JONI","F","BALDWIN","","","Y","Y"
"3476","3476","3476","PRFR","ROD","O","RUBIO","","","Y","Y"
"3477","3477","3477","PRFR","BROOKS","I","FEDERICO","","","Y","Y"
"3478","3478","3478","PRFR","SOPHIE","P","ALDRIDGE","","","Y","Y"
"3479","3479","3479","PRFR","TERRY","S","BOUTTE","","","Y","Y"
"3480","3480","3480","PRFR","DOREEN","Z","BENHAM","","","Y","Y"
"3481","3481","3481","PRFR","LANCE","F","FALCONE","","","Y","Y"
"3482","3482","3482","PRFR","LESLIE","Z","HAM","","","Y","Y"
"3483","3483","3483","PRFR","EMERY","N","FITZHUGH","","","Y","Y"
"3484","3484","3484","PRFR","LELAND","J","GARRY","","","Y","Y"
"3485","3485","3485","PRFR","TOMMIE","X","WILMOTH","","","Y","Y"
"3486","3486","3486","PRFR","ADAN","L","HARTER","","","Y","Y"
"3487","3487","3487","PRFR","FREDA","N","BENNET","","","Y","Y"
"3488","3488","3488","PRFR","ELI","O","SCHENCK","","","Y","Y"
"3489","3489","3489","PRFR","NANCY","X","MULLENS","","","Y","Y"
"3490","3490","3490","PRFR","REINALDO","E","MALLOY","","","Y","Y"
"3491","3491","3491","PRFR","JUDY","P","DAMATO","","","Y","Y"
"3492","3492","3492","PRFR","LUCIO","T","PORRAS","","","Y","Y"
"3493","3493","3493","PRFR","EARLINE","G","THACH","","","Y","Y"
"3494","3494","3494","PRFR","KERI","G","ASHMORE","","","Y","Y"
"3495","3495","3495","PRFR","SUE","W","DUNNING","","","Y","Y"
"3496","3496","3496","PRFR","VERNON","T","ANTOINE","","","Y","Y"
"3497","3497","3497","PRFR","LAURI","Y","AMEY","","","Y","Y"
"3498","3498","3498","PRFR","CEDRIC","R","DUPLESSIS","","","Y","Y"
"3499","3499","3499","PRFR","LUCIANO","F","SCHREINER","","","Y","Y"
"3500","3500","3500","PRFR","IVY","N","CROSSLAND","","","Y","Y"
"3501","3501","3501","PRFR","JEREMIAH","G","HOEKSTRA","","","Y","Y"
"3502","3502","3502","PRFR","RONNY","J","KOBAYASHI","","","Y","Y"
"3503","3503","3503","PRFR","DEREK","E","EASLEY","","","Y","Y"
"3504","3504","3504","PRFR","ROLAND","A","CREAMER","","","Y","Y"
"3505","3505","3505","PRFR","VERNA","E","GENTRY","","","Y","Y"
"3506","3506","3506","PRFR","REBECCA","N","CORDOBA","","","Y","Y"
"3507","3507","3507","PRFR","ELBERT","F","OSTRANDER","","","Y","Y"
"3508","3508","3508","PRFR","MONIQUE","C","SCHRAM","","","Y","Y"
"3509","3509","3509","PRFR","TERRENCE","E","MEDELLIN","","","Y","Y"
"3510","3510","3510","PRFR","CARROLL","Q","LAKIN","","","Y","Y"
"3511","3511","3511","PRFR","GIL","N","LEFFLER","","","Y","Y"
"3512","3512","3512","PRFR","ADAM","X","HERMAN","","","Y","Y"
"3513","3513","3513","PRFR","FOREST","P","MAYES","","","Y","Y"
"3514","3514","3514","PRFR","ADRIANA","Q","DWYER","","","Y","Y"
"3515","3515","3515","PRFR","ANGELIQUE","K","HAYASHI","","","Y","Y"
"3516","3516","3516","PRFR","TONI","H","KIRCHNER","","","Y","Y"
"3517","3517","3517","PRFR","MAYRA","X","HAASE","","","Y","Y"
"3518","3518","3518","PRFR","SONDRA","O","BOJORQUEZ","","","Y","Y"
"3519","3519","3519","PRFR","MARCUS","X","CHOU","","","Y","Y"
"3520","3520","3520","PRFR","DANE","M","DEVER","","","Y","Y"
"3521","3521","3521","PRFR","LEANNE","H","SNIDER","","","Y","Y"
"3522","3522","3522","PRFR","ODESSA","O","MARIN","","","Y","Y"
"3523","3523","3523","PRFR","OLIVE","N","ACKER","","","Y","Y"
"3524","3524","3524","PRFR","MAXWELL","K","BERNARD","","","Y","Y"
"3525","3525","3525","PRFR","HAROLD","P","GLOVER","","","Y","Y"
"3526","3526","3526","PRFR","CARLA","U","DANCE","","","Y","Y"
"3527","3527","3527","PRFR","GABRIELLE","W","CURRIN","","","Y","Y"
"3528","3528","3528","PRFR","MICHELE","V","CINTRON","","","Y","Y"
"3529","3529","3529","PRFR","MARK","U","VALVERDE","","","Y","Y"
"3530","3530","3530","PRFR","KIRK","O","ALMONTE","","","Y","Y"
"3531","3531","3531","PRFR","BEVERLEY","P","TULL","","","Y","Y"
"3532","3532","3532","PRFR","HOLLY","C","UTTER","","","Y","Y"
"3533","3533","3533","PRFR","CAMILLE","U","JEANBAPTISTE","","","Y","Y"
"3534","3534","3534","PRFR","ADELINE","K","LEGER","","","Y","Y"
"3535","3535","3535","PRFR","RONNY","M","DONOHOE","","","Y","Y"
"3536","3536","3536","PRFR","NANETTE","P","LOVELADY","","","Y","Y"
"3537","3537","3537","PRFR","CHERI","X","RODRIGUE","","","Y","Y"
"3538","3538","3538","PRFR","MAYRA","H","BLAKESLEE","","","Y","Y"
"3539","3539","3539","PRFR","FAY","U","FREDERICKSON","","","Y","Y"
"3540","3540","3540","PRFR","ALVIN","W","BUTLER","","","Y","Y"
"3541","3541","3541","PRFR","MARCELLA","S","BASHAM","","","Y","Y"
"3542","3542","3542","PRFR","CLIFF","D","LOWE","","","Y","Y"
"3543","3543","3543","PRFR","CAREY","Z","MARKEL","","","Y","Y"
"3544","3544","3544","PRFR","DIONNE","X","MCCARTHY","","","Y","Y"
"3545","3545","3545","PRFR","LEA","O","YARBER","","","Y","Y"
"3546","3546","3546","PRFR","HOLLIS","A","HAGANS","","","Y","Y"
"3547","3547","3547","PRFR","EDDY","H","SHEARER","","","Y","Y"
"3548","3548","3548","PRFR","NADINE","S","THARPE","","","Y","Y"
"3549","3549","3549","PRFR","MELVA","U","ROUNDTREE","","","Y","Y"
"3550","3550","3550","PRFR","ALEC","G","SISTRUNK","","","Y","Y"
"3551","3551","3551","PRFR","KRISTINE","D","REGAN","","","Y","Y"
"3552","3552","3552","PRFR","BETH","K","MCMILLEN","","","Y","Y"
"3553","3553","3553","PRFR","JAN","Q","AHERN","","","Y","Y"
"3554","3554","3554","PRFR","AURELIO","R","HOLLEY","","","Y","Y"
"3555","3555","3555","PRFR","BILLIE","O","ISOM","","","Y","Y"
"3556","3556","3556","PRFR","EDMOND","N","MONAHAN","","","Y","Y"
"3557","3557","3557","PRFR","AVIS","D","CRONIN","","","Y","Y"
"3558","3558","3558","PRFR","COY","I","LAMP","","","Y","Y"
"3559","3559","3559","PRFR","TRACY","C","COLUCCI","","","Y","Y"
"3560","3560","3560","PRFR","JACLYN","F","SLEDGE","","","Y","Y"
"3561","3561","3561","PRFR","RICHARD","B","COLANGELO","","","Y","Y"
"3562","3562","3562","PRFR","OLIN","N","BROCKWAY","","","Y","Y"
"3563","3563","3563","PRFR","EARL","D","STEINER","","","Y","Y"
"3564","3564","3564","PRFR","GILDA","H","STOTT","","","Y","Y"
"3565","3565","3565","PRFR","CODY","T","PENTON","","","Y","Y"
"3566","3566","3566","PRFR","MYLES","W","ARRIAGA","","","Y","Y"
"3567","3567","3567","PRFR","RON","W","BUSSARD","","","Y","Y"
"3568","3568","3568","PRFR","CARLO","Z","LEECH","","","Y","Y"
"3569","3569","3569","PRFR","DEBORAH","N","LUCERO","","","Y","Y"
"3570","3570","3570","PRFR","JANNA","E","MARRON","","","Y","Y"
"3571","3571","3571","PRFR","RAYMOND","F","LAMOUREUX","","","Y","Y"
"3572","3572","3572","PRFR","BASIL","Z","SWALLOW","","","Y","Y"
"3573","3573","3573","PRFR","CORINE","H","WASSERMAN","","","Y","Y"
"3574","3574","3574","PRFR","TOMMIE","Y","LANDES","","","Y","Y"
"3575","3575","3575","PRFR","ERNIE","W","HURST","","","Y","Y"
"3576","3576","3576","PRFR","REX","A","SUTTER","","","Y","Y"
"3577","3577","3577","PRFR","MALCOLM","W","SULLIVAN","","","Y","Y"
"3578","3578","3578","PRFR","MANDY","O","CHRISMAN","","","Y","Y"
"3579","3579","3579","PRFR","TRACIE","O","ASHBURN","","","Y","Y"
"3580","3580","3580","PRFR","REGGIE","Y","PARADA","","","Y","Y"
"3581","3581","3581","PRFR","RORY","U","SHOWS","","","Y","Y"
"3582","3582","3582","PRFR","FREDRIC","T","KRATZER","","","Y","Y"
"3583","3583","3583","PRFR","KARINA","I","VALDOVINOS","","","Y","Y"
"3584","3584","3584","PRFR","KERRY","F","BOTELLO","","","Y","Y"
"3585","3585","3585","PRFR","CHANG","C","JEANLOUIS","","","Y","Y"
"3586","3586","3586","PRFR","DEVIN","P","MACKENZIE","","","Y","Y"
"3587","3587","3587","PRFR","CLYDE","Q","SEXTON","","","Y","Y"
"3588","3588","3588","PRFR","NINA","S","CALVO","","","Y","Y"
"3589","3589","3589","PRFR","OSVALDO","F","ROOF","","","Y","Y"
