entity_email_id|obj_id|ver_nbr|entity_id|ent_typ_cd|email_typ_cd|email_addr|dflt_ind|actv_ind|last_updt_dt|
KFS1494|KFS-TEM-KRIM-EMAIL-0355|1.0|KFS3335|PERSON|WRK|hvmarte@kuali.org|Y|Y|20121207233002|
KFS1495|KFS-TEM-KRIM-EMAIL-0356|1.0|KFS3112|PERSON|WRK|tislas@kuali.org|Y|Y|20121207233002|
KFS1496|KFS-TEM-KRIM-EMAIL-0357|1.0|KFS2882|PERSON|WRK|sfife@kuali.org|Y|Y|20121207233002|
KFS1497|KFS-TEM-KRIM-EMAIL-0358|1.0|KFS3528|PERSON|WRK|mvcintro@kuali.org|Y|Y|20121207233002|
KFS1498|KFS-TEM-KRIM-EMAIL-0359|1.0|KFS3382|PERSON|WRK|bdoney@kuali.org|Y|Y|20121207233002|
KFS1499|KFS-TEM-KRIM-EMAIL-0360|1.0|KFS3394|PERSON|WRK|dflickin@kuali.org|Y|Y|20121207233002|
KFS1500|KFS-TEM-KRIM-EMAIL-0361|1.0|KFS3919|PERSON|WRK|mvwhiteh@kuali.org|Y|Y|20121207233002|
KFS1501|KFS-TEM-KRIM-EMAIL-0362|1.0|KFS1025|PERSON|WRK|oblood@kuali.org|Y|Y|20121207233002|
KFS1502|KFS-TEM-KRIM-EMAIL-0363|1.0|KFS3223|PERSON|WRK|ehyder@kuali.org|Y|Y|20121207233002|
KFS1503|KFS-TEM-KRIM-EMAIL-0364|1.0|KFS3115|PERSON|WRK|mvliu@kuali.org|Y|Y|20121207233002|
KFS1504|KFS-TEM-KRIM-EMAIL-0365|1.0|KFS2854|PERSON|WRK|mserra@kuali.org|Y|Y|20121207233002|
KFS1505|KFS-TEM-KRIM-EMAIL-0366|1.0|KFS3623|PERSON|WRK|rrunkle@kuali.org|Y|Y|20121207233002|
KFS1506|KFS-TEM-KRIM-EMAIL-0367|1.0|KFS3221|PERSON|WRK|mvmiceli@kuali.org|Y|Y|20121207233002|
KFS1507|KFS-TEM-KRIM-EMAIL-0368|1.0|KFS2884|PERSON|WRK|lplemmon@kuali.org|Y|Y|20121207233002|
KFS1508|KFS-TEM-KRIM-EMAIL-0369|1.0|KFS3972|PERSON|WRK|sessary@kuali.org|Y|Y|20121207233002|
KFS1509|KFS-TEM-KRIM-EMAIL-0370|1.0|KFS3838|PERSON|WRK|bvbrenne@kuali.org|Y|Y|20121207233002|
KFS1510|KFS-TEM-KRIM-EMAIL-0371|1.0|KFS3263|PERSON|WRK|lvlinebe@kuali.org|Y|Y|20121207233002|
KFS1511|KFS-TEM-KRIM-EMAIL-0372|1.0|KFS3205|PERSON|WRK|cwendel@kuali.org|Y|Y|20121207233002|
KFS1512|KFS-TEM-KRIM-EMAIL-0373|1.0|KFS3732|PERSON|WRK|bwburges@kuali.org|Y|Y|20121207233002|
KFS1513|KFS-TEM-KRIM-EMAIL-0374|1.0|KFS1110|PERSON|WRK|ttoney@kuali.org|Y|Y|20121207233002|
KFS1514|KFS-TEM-KRIM-EMAIL-0375|1.0|KFS3720|PERSON|WRK|awautry@kuali.org|Y|Y|20121207233002|
KFS1515|KFS-TEM-KRIM-EMAIL-0376|1.0|KFS3351|PERSON|WRK|agarry@kuali.org|Y|Y|20121207233002|
KFS1516|KFS-TEM-KRIM-EMAIL-0377|1.0|KFS3840|PERSON|WRK|hschrein@kuali.org|Y|Y|20121207233002|
KFS1517|KFS-TEM-KRIM-EMAIL-0378|1.0|KFS3495|PERSON|WRK|swdunnin@kuali.org|Y|Y|20121207233002|
KFS1518|KFS-TEM-KRIM-EMAIL-0379|1.0|KFS3832|PERSON|WRK|mcrow@kuali.org|Y|Y|20121207233002|
KFS1519|KFS-TEM-KRIM-EMAIL-0380|1.0|KFS3338|PERSON|WRK|nwviolet@kuali.org|Y|Y|20121207233002|
KFS1520|KFS-TEM-KRIM-EMAIL-0381|1.0|KFS3258|PERSON|WRK|fbranton@kuali.org|Y|Y|20121207233002|
KFS1521|KFS-TEM-KRIM-EMAIL-0382|1.0|KFS2968|PERSON|WRK|mwampler@kuali.org|Y|Y|20121207233002|
KFS1522|KFS-TEM-KRIM-EMAIL-0383|1.0|KFS4002|PERSON|WRK|fcurrey@kuali.org|Y|Y|20121207233002|
KFS1523|KFS-TEM-KRIM-EMAIL-0384|1.0|KFS2412|PERSON|WRK|mwwilkey@kuali.org|Y|Y|20121207233002|
KFS1524|KFS-TEM-KRIM-EMAIL-0385|1.0|KFS3846|PERSON|WRK|gdonato@kuali.org|Y|Y|20121207233002|
KFS1525|KFS-TEM-KRIM-EMAIL-0386|1.0|KFS3527|PERSON|WRK|gcurrin@kuali.org|Y|Y|20121207233002|
KFS1526|KFS-TEM-KRIM-EMAIL-0387|1.0|KFS2949|PERSON|WRK|cwwagone@kuali.org|Y|Y|20121207233002|
KFS1527|KFS-TEM-KRIM-EMAIL-0388|1.0|KFS3088|PERSON|WRK|sderry@kuali.org|Y|Y|20121207233002|
KFS1528|KFS-TEM-KRIM-EMAIL-0389|1.0|KFS3711|PERSON|WRK|wwyager@kuali.org|Y|Y|20121207233002|
KFS1529|KFS-TEM-KRIM-EMAIL-0390|1.0|KFS2823|PERSON|WRK|jwchurch@kuali.org|Y|Y|20121207233002|
KFS1530|KFS-TEM-KRIM-EMAIL-0391|1.0|KFS2897|PERSON|WRK|rwporter@kuali.org|Y|Y|20121207233002|
KFS1531|KFS-TEM-KRIM-EMAIL-0392|1.0|KFS1076|PERSON|WRK|barth@kuali.org|Y|Y|20121207233002|
KFS1532|KFS-TEM-KRIM-EMAIL-0393|1.0|KFS3489|PERSON|WRK|nmullens@kuali.org|Y|Y|20121207233002|
KFS1533|KFS-TEM-KRIM-EMAIL-0394|1.0|KFS1096|PERSON|WRK|province@kuali.org|Y|Y|20121207233002|
KFS1534|KFS-TEM-KRIM-EMAIL-0395|1.0|KFS3442|PERSON|WRK|cxtrader@kuali.org|Y|Y|20121207233002|
KFS1535|KFS-TEM-KRIM-EMAIL-0396|1.0|KFS2806|PERSON|WRK|tbumgarn@kuali.org|Y|Y|20121207233002|
KFS1536|KFS-TEM-KRIM-EMAIL-0397|1.0|KFS1070|PERSON|WRK|vyoon@kuali.org|Y|Y|20121207233002|
KFS1537|KFS-TEM-KRIM-EMAIL-0398|1.0|KFS1109|PERSON|WRK|cxtedesc@kuali.org|Y|Y|20121207233002|
KFS1538|KFS-TEM-KRIM-EMAIL-0399|1.0|KFS3076|PERSON|WRK|lgutierr@kuali.org|Y|Y|20121207233002|
KFS1539|KFS-TEM-KRIM-EMAIL-0400|1.0|KFS3408|PERSON|WRK|jxhoskin@kuali.org|Y|Y|20121207233002|
KFS1540|KFS-TEM-KRIM-EMAIL-0401|1.0|KFS1717|PERSON|WRK|starnes@kuali.org|Y|Y|20121207233002|
KFS1541|KFS-TEM-KRIM-EMAIL-0402|1.0|KFS2894|PERSON|WRK|whyte@kuali.org|Y|Y|20121207233002|
KFS1542|KFS-TEM-KRIM-EMAIL-0403|1.0|KFS3537|PERSON|WRK|crodrigu@kuali.org|Y|Y|20121207233002|
KFS1543|KFS-TEM-KRIM-EMAIL-0404|1.0|KFS3785|PERSON|WRK|jxlinder@kuali.org|Y|Y|20121207233002|
KFS1544|KFS-TEM-KRIM-EMAIL-0405|1.0|KFS2778|PERSON|WRK|tguarino@kuali.org|Y|Y|20121207233002|
KFS1545|KFS-TEM-KRIM-EMAIL-0406|1.0|KFS3517|PERSON|WRK|mhaase@kuali.org|Y|Y|20121207233002|
KFS1546|KFS-TEM-KRIM-EMAIL-0407|1.0|KFS2941|PERSON|WRK|sxclower@kuali.org|Y|Y|20121207233002|
KFS1547|KFS-TEM-KRIM-EMAIL-0408|1.0|KFS1686|PERSON|WRK|howlett@kuali.org|Y|Y|20121207233002|
KFS1548|KFS-TEM-KRIM-EMAIL-0409|1.0|KFS3015|PERSON|WRK|jguillor@kuali.org|Y|Y|20121207233002|
KFS1549|KFS-TEM-KRIM-EMAIL-0410|1.0|KFS3875|PERSON|WRK|exmalek@kuali.org|Y|Y|20121207233002|
KFS1550|KFS-TEM-KRIM-EMAIL-0411|1.0|KFS3474|PERSON|WRK|oxleong@kuali.org|Y|Y|20121207233002|
KFS1551|KFS-TEM-KRIM-EMAIL-0412|1.0|KFS1637|PERSON|WRK|ctuck@kuali.org|Y|Y|20121207233002|
KFS1552|KFS-TEM-KRIM-EMAIL-0413|1.0|KFS3134|PERSON|WRK|stoole@kuali.org|Y|Y|20121207233002|
KFS1553|KFS-TEM-KRIM-EMAIL-0414|1.0|KFS3544|PERSON|WRK|dxmccart@kuali.org|Y|Y|20121207233002|
KFS1554|KFS-TEM-KRIM-EMAIL-0415|1.0|KFS3841|PERSON|WRK|dquick@kuali.org|Y|Y|20121207233002|
KFS1555|KFS-TEM-KRIM-EMAIL-0416|1.0|KFS3869|PERSON|WRK|epimente@kuali.org|Y|Y|20121207233003|
KFS1556|KFS-TEM-KRIM-EMAIL-0417|1.0|KFS3811|PERSON|WRK|jyfectea@kuali.org|Y|Y|20121207233003|
KFS1557|KFS-TEM-KRIM-EMAIL-0418|1.0|KFS3210|PERSON|WRK|fhogg@kuali.org|Y|Y|20121207233003|
KFS1558|KFS-TEM-KRIM-EMAIL-0419|1.0|KFS1105|PERSON|WRK|staley@kuali.org|Y|Y|20121207233003|
KFS1559|KFS-TEM-KRIM-EMAIL-0420|1.0|KFS2851|PERSON|WRK|mshackle@kuali.org|Y|Y|20121207233003|
KFS1560|KFS-TEM-KRIM-EMAIL-0421|1.0|KFS3806|PERSON|WRK|jywhitco@kuali.org|Y|Y|20121207233003|
KFS1561|KFS-TEM-KRIM-EMAIL-0422|1.0|KFS1000|PERSON|WRK|woods@kuali.org|Y|Y|20121207233003|
KFS1562|KFS-TEM-KRIM-EMAIL-0423|1.0|KFS4031|PERSON|WRK|fclyburn@kuali.org|Y|Y|20121207233003|
KFS1563|KFS-TEM-KRIM-EMAIL-0424|1.0|KFS3672|PERSON|WRK|dywoosle@kuali.org|Y|Y|20121207233003|
KFS1564|KFS-TEM-KRIM-EMAIL-0425|1.0|KFS3976|PERSON|WRK|cywertz@kuali.org|Y|Y|20121207233003|
KFS1565|KFS-TEM-KRIM-EMAIL-0426|1.0|KFS2805|PERSON|WRK|cymagill@kuali.org|Y|Y|20121207233003|
KFS1566|KFS-TEM-KRIM-EMAIL-0427|1.0|KFS1081|PERSON|WRK|earley@kuali.org|Y|Y|20121207233003|
KFS1567|KFS-TEM-KRIM-EMAIL-0428|1.0|KFS2227|PERSON|WRK|orton@kuali.org|Y|Y|20121207233003|
KFS1568|KFS-TEM-KRIM-EMAIL-0429|1.0|KFS3892|PERSON|WRK|fkirklan@kuali.org|Y|Y|20121207233003|
KFS1569|KFS-TEM-KRIM-EMAIL-0430|1.0|KFS3598|PERSON|WRK|cotowle@kuali.org|Y|Y|20121207233003|
KFS1570|KFS-TEM-KRIM-EMAIL-0431|1.0|KFS3255|PERSON|WRK|hykrug@kuali.org|Y|Y|20121207233003|
KFS1571|KFS-TEM-KRIM-EMAIL-0432|1.0|KFS1172|PERSON|WRK|mylovela@kuali.org|Y|Y|20121207233003|
KFS1572|KFS-TEM-KRIM-EMAIL-0433|1.0|KFS1531|PERSON|WRK|syfredri@kuali.org|Y|Y|20121207233003|
KFS1573|KFS-TEM-KRIM-EMAIL-0434|1.0|KFS3234|PERSON|WRK|symauldi@kuali.org|Y|Y|20121207233003|
KFS1574|KFS-TEM-KRIM-EMAIL-0435|1.0|KFS3574|PERSON|WRK|tlandes@kuali.org|Y|Y|20121207233003|
KFS1575|KFS-TEM-KRIM-EMAIL-0436|1.0|KFS2986|PERSON|WRK|mnaumann@kuali.org|Y|Y|20121207233003|
KFS1576|KFS-TEM-KRIM-EMAIL-0437|1.0|KFS3270|PERSON|WRK|cydowner@kuali.org|Y|Y|20121207233003|
KFS1577|KFS-TEM-KRIM-EMAIL-0438|1.0|KFS3497|PERSON|WRK|lyamey@kuali.org|Y|Y|20121207233003|
KFS1578|KFS-TEM-KRIM-EMAIL-0439|1.0|KFS3859|PERSON|WRK|jzarteag@kuali.org|Y|Y|20121207233003|
KFS1579|KFS-TEM-KRIM-EMAIL-0440|1.0|KFS2819|PERSON|WRK|jtipton@kuali.org|Y|Y|20121207233003|
KFS1580|KFS-TEM-KRIM-EMAIL-0441|1.0|KFS2763|PERSON|WRK|lseverso@kuali.org|Y|Y|20121207233003|
KFS1581|KFS-TEM-KRIM-EMAIL-0442|1.0|KFS2655|PERSON|WRK|riendeau@kuali.org|Y|Y|20121207233003|
KFS1582|KFS-TEM-KRIM-EMAIL-0443|1.0|KFS3147|PERSON|WRK|rdeen@kuali.org|Y|Y|20121207233003|
KFS1583|KFS-TEM-KRIM-EMAIL-0444|1.0|KFS3294|PERSON|WRK|crviolet@kuali.org|Y|Y|20121207233003|
KFS1584|KFS-TEM-KRIM-EMAIL-0445|1.0|KFS1074|PERSON|WRK|blackwoo@kuali.org|Y|Y|20121207233003|
KFS1585|KFS-TEM-KRIM-EMAIL-0446|1.0|KFS3670|PERSON|WRK|tmyles@kuali.org|Y|Y|20121207233003|
KFS1586|KFS-TEM-KRIM-EMAIL-0447|1.0|KFS3291|PERSON|WRK|trrodrig@kuali.org|Y|Y|20121207233003|
KFS1587|KFS-TEM-KRIM-EMAIL-0448|1.0|KFS3334|PERSON|WRK|gavent@kuali.org|Y|Y|20121207233003|
KFS1588|KFS-TEM-KRIM-EMAIL-0449|1.0|KFS4004|PERSON|WRK|grhayash@kuali.org|Y|Y|20121207233003|
KFS1589|KFS-TEM-KRIM-EMAIL-0450|1.0|KFS2828|PERSON|WRK|brsparks@kuali.org|Y|Y|20121207233003|
KFS1590|KFS-TEM-KRIM-EMAIL-0451|1.0|KFS3310|PERSON|WRK|arsergen@kuali.org|Y|Y|20121207233003|
KFS1591|KFS-TEM-KRIM-EMAIL-0452|1.0|KFS2836|PERSON|WRK|galley@kuali.org|Y|Y|20121207233003|
KFS1592|KFS-TEM-KRIM-EMAIL-0453|1.0|KFS3498|PERSON|WRK|cdupless@kuali.org|Y|Y|20121207233003|
KFS1593|KFS-TEM-KRIM-EMAIL-0454|1.0|KFS3376|PERSON|WRK|erbundy@kuali.org|Y|Y|20121207233003|
KFS1594|KFS-TEM-KRIM-EMAIL-0455|1.0|KFS3424|PERSON|WRK|pmcgee@kuali.org|Y|Y|20121207233003|
KFS1595|KFS-TEM-KRIM-EMAIL-0456|1.0|KFS3290|PERSON|WRK|bbilodea@kuali.org|Y|Y|20121207233003|
KFS1596|KFS-TEM-KRIM-EMAIL-0457|1.0|KFS3333|PERSON|WRK|hbeckwit@kuali.org|Y|Y|20121207233003|
KFS1597|KFS-TEM-KRIM-EMAIL-0458|1.0|KFS3617|PERSON|WRK|brmcgrew@kuali.org|Y|Y|20121207233003|
KFS1598|KFS-TEM-KRIM-EMAIL-0459|1.0|KFS3416|PERSON|WRK|dresquiv@kuali.org|Y|Y|20121207233003|
KFS1599|KFS-TEM-KRIM-EMAIL-0460|1.0|KFS2787|PERSON|WRK|dtowner@kuali.org|Y|Y|20121207233003|
KFS1600|KFS-TEM-KRIM-EMAIL-0461|1.0|KFS2940|PERSON|WRK|qpickel@kuali.org|Y|Y|20121207233003|
KFS1601|KFS-TEM-KRIM-EMAIL-0462|1.0|KFS3418|PERSON|WRK|rrdicken@kuali.org|Y|Y|20121207233003|
KFS1602|KFS-TEM-KRIM-EMAIL-0463|1.0|KFS3986|PERSON|WRK|rkirkend@kuali.org|Y|Y|20121207233003|
KFS1603|KFS-TEM-KRIM-EMAIL-0464|1.0|KFS3881|PERSON|WRK|hrshuber@kuali.org|Y|Y|20121207233003|
KFS1604|KFS-TEM-KRIM-EMAIL-0465|1.0|KFS3006|PERSON|WRK|brgodsey@kuali.org|Y|Y|20121207233003|
KFS1605|KFS-TEM-KRIM-EMAIL-0466|1.0|KFS3554|PERSON|WRK|arholley@kuali.org|Y|Y|20121207233003|
KFS1606|KFS-TEM-KRIM-EMAIL-0467|1.0|KFS2981|PERSON|WRK|jhayashi@kuali.org|Y|Y|20121207233003|
KFS1607|KFS-TEM-KRIM-EMAIL-0468|1.0|KFS3736|PERSON|WRK|braviles@kuali.org|Y|Y|20121207233003|
KFS1608|KFS-TEM-KRIM-EMAIL-0469|1.0|KFS3751|PERSON|WRK|bpfister@kuali.org|Y|Y|20121207233003|
KFS1609|KFS-TEM-KRIM-EMAIL-0470|1.0|KFS1056|PERSON|WRK|cschase@kuali.org|Y|Y|20121207233003|
KFS1610|KFS-TEM-KRIM-EMAIL-0471|1.0|KFS3109|PERSON|WRK|aatwood@kuali.org|Y|Y|20121207233003|
KFS1611|KFS-TEM-KRIM-EMAIL-0472|1.0|KFS3479|PERSON|WRK|tboutte@kuali.org|Y|Y|20121207233003|
KFS1612|KFS-TEM-KRIM-EMAIL-0473|1.0|KFS2875|PERSON|WRK|butt@kuali.org|Y|Y|20121207233003|
KFS1613|KFS-TEM-KRIM-EMAIL-0474|1.0|KFS1441|PERSON|WRK|jsalford@kuali.org|Y|Y|20121207233003|
KFS1614|KFS-TEM-KRIM-EMAIL-0475|1.0|KFS2236|PERSON|WRK|jsickes@kuali.org|Y|Y|20121207233003|
KFS1615|KFS-TEM-KRIM-EMAIL-0476|1.0|KFS3845|PERSON|WRK|gsams@kuali.org|Y|Y|20121207233003|
KFS1616|KFS-TEM-KRIM-EMAIL-0477|1.0|KFS2950|PERSON|WRK|purdy@kuali.org|Y|Y|20121207233003|
KFS1617|KFS-TEM-KRIM-EMAIL-0478|1.0|KFS2775|PERSON|WRK|ssales@kuali.org|Y|Y|20121207233003|
KFS1618|KFS-TEM-KRIM-EMAIL-0479|1.0|KFS3836|PERSON|WRK|ssred@kuali.org|Y|Y|20121207233003|
KFS1619|KFS-TEM-KRIM-EMAIL-0480|1.0|KFS2694|PERSON|WRK|cholly@kuali.org|Y|Y|20121207233003|
KFS1620|KFS-TEM-KRIM-EMAIL-0481|1.0|KFS3302|PERSON|WRK|gshaugh@kuali.org|Y|Y|20121207233003|
KFS1621|KFS-TEM-KRIM-EMAIL-0482|1.0|KFS1124|PERSON|WRK|coreal@kuali.org|Y|Y|20121207233003|
KFS1622|KFS-TEM-KRIM-EMAIL-0483|1.0|KFS1065|PERSON|WRK|grindle@kuali.org|Y|Y|20121207233003|
KFS1623|KFS-TEM-KRIM-EMAIL-0484|1.0|KFS3738|PERSON|WRK|resorrel@kuali.org|Y|Y|20121207233003|
KFS1624|KFS-TEM-KRIM-EMAIL-0485|1.0|KFS2593|PERSON|WRK|bocanegr@kuali.org|Y|Y|20121207233003|
KFS1625|KFS-TEM-KRIM-EMAIL-0486|1.0|KFS2754|PERSON|WRK|msmarian@kuali.org|Y|Y|20121207233003|
KFS1626|KFS-TEM-KRIM-EMAIL-0487|1.0|KFS3322|PERSON|WRK|bsvice@kuali.org|Y|Y|20121207233003|
KFS1627|KFS-TEM-KRIM-EMAIL-0488|1.0|KFS3705|PERSON|WRK|mssiegfr@kuali.org|Y|Y|20121207233003|
KFS1628|KFS-TEM-KRIM-EMAIL-0489|1.0|KFS4012|PERSON|WRK|lidorton@kuali.org|Y|Y|20121207233003|
KFS1629|KFS-TEM-KRIM-EMAIL-0490|1.0|KFS3353|PERSON|WRK|dhowse@kuali.org|Y|Y|20121207233003|
KFS1630|KFS-TEM-KRIM-EMAIL-0491|1.0|KFS2827|PERSON|WRK|jstephen@kuali.org|Y|Y|20121207233003|
KFS1631|KFS-TEM-KRIM-EMAIL-0492|1.0|KFS3119|PERSON|WRK|smetcalf@kuali.org|Y|Y|20121207233003|
KFS1632|KFS-TEM-KRIM-EMAIL-0493|1.0|KFS4005|PERSON|WRK|hgragg@kuali.org|Y|Y|20121207233003|
KFS1633|KFS-TEM-KRIM-EMAIL-0494|1.0|KFS2758|PERSON|WRK|sibley@kuali.org|Y|Y|20121207233003|
KFS1634|KFS-TEM-KRIM-EMAIL-0495|1.0|KFS2859|PERSON|WRK|dssaunde@kuali.org|Y|Y|20121207233003|
KFS1635|KFS-TEM-KRIM-EMAIL-0496|1.0|KFS2766|PERSON|WRK|ascarter@kuali.org|Y|Y|20121207233003|
KFS1636|KFS-TEM-KRIM-EMAIL-0497|1.0|KFS3068|PERSON|WRK|wssmiths@kuali.org|Y|Y|20121207233003|
KFS1637|KFS-TEM-KRIM-EMAIL-0498|1.0|KFS2892|PERSON|WRK|bskiles@kuali.org|Y|Y|20121207233003|
KFS1638|KFS-TEM-KRIM-EMAIL-0499|1.0|KFS3496|PERSON|WRK|vtantoin@kuali.org|Y|Y|20121207233003|
KFS1639|KFS-TEM-KRIM-EMAIL-0500|1.0|KFS3565|PERSON|WRK|ctpenton@kuali.org|Y|Y|20121207233003|
KFS1640|KFS-TEM-KRIM-EMAIL-0501|1.0|KFS3974|PERSON|WRK|jtterraz@kuali.org|Y|Y|20121207233003|
KFS1641|KFS-TEM-KRIM-EMAIL-0502|1.0|KFS1030|PERSON|WRK|wacuna@kuali.org|Y|Y|20121207233003|
KFS1642|KFS-TEM-KRIM-EMAIL-0503|1.0|KFS1656|PERSON|WRK|xstutzma@kuali.org|Y|Y|20121207233003|
KFS1643|KFS-TEM-KRIM-EMAIL-0504|1.0|KFS3959|PERSON|WRK|bcary@kuali.org|Y|Y|20121207233003|
KFS1644|KFS-TEM-KRIM-EMAIL-0505|1.0|KFS3810|PERSON|WRK|gforehan@kuali.org|Y|Y|20121207233003|
KFS1645|KFS-TEM-KRIM-EMAIL-0506|1.0|KFS2831|PERSON|WRK|leak@kuali.org|Y|Y|20121207233003|
KFS1646|KFS-TEM-KRIM-EMAIL-0507|1.0|KFS3628|PERSON|WRK|ktbergma@kuali.org|Y|Y|20121207233003|
KFS1647|KFS-TEM-KRIM-EMAIL-0508|1.0|KFS3022|PERSON|WRK|mtthorso@kuali.org|Y|Y|20121207233003|
KFS1648|KFS-TEM-KRIM-EMAIL-0509|1.0|KFS3085|PERSON|WRK|cburrows@kuali.org|Y|Y|20121207233003|
KFS1649|KFS-TEM-KRIM-EMAIL-0510|1.0|KFS3618|PERSON|WRK|drosario@kuali.org|Y|Y|20121207233003|
KFS1650|KFS-TEM-KRIM-EMAIL-0511|1.0|KFS3110|PERSON|WRK|ltquinta@kuali.org|Y|Y|20121207233003|
KFS1651|KFS-TEM-KRIM-EMAIL-0512|1.0|KFS2989|PERSON|WRK|dtwendel@kuali.org|Y|Y|20121207233003|
KFS1652|KFS-TEM-KRIM-EMAIL-0513|1.0|KFS3063|PERSON|WRK|fstrombe@kuali.org|Y|Y|20121207233003|
KFS1653|KFS-TEM-KRIM-EMAIL-0514|1.0|KFS3709|PERSON|WRK|rtpresne@kuali.org|Y|Y|20121207233003|
KFS1654|KFS-TEM-KRIM-EMAIL-0515|1.0|KFS3807|PERSON|WRK|dakers@kuali.org|Y|Y|20121207233003|
KFS1655|KFS-TEM-KRIM-EMAIL-0516|1.0|KFS3492|PERSON|WRK|ltporras@kuali.org|Y|Y|20121207233003|
KFS1656|KFS-TEM-KRIM-EMAIL-0517|1.0|KFS3087|PERSON|WRK|aickes@kuali.org|Y|Y|20121207233003|
KFS1657|KFS-TEM-KRIM-EMAIL-0518|1.0|KFS2832|PERSON|WRK|tthatche@kuali.org|Y|Y|20121207233003|
KFS1658|KFS-TEM-KRIM-EMAIL-0519|1.0|KFS2746|PERSON|WRK|jtbrockw@kuali.org|Y|Y|20121207233003|
KFS1659|KFS-TEM-KRIM-EMAIL-0520|1.0|KFS3582|PERSON|WRK|ftkratze@kuali.org|Y|Y|20121207233003|
KFS1660|KFS-TEM-KRIM-EMAIL-0521|1.0|KFS3529|PERSON|WRK|mvalverd@kuali.org|Y|Y|20121207233003|
KFS1661|KFS-TEM-KRIM-EMAIL-0522|1.0|KFS3726|PERSON|WRK|acalfee@kuali.org|Y|Y|20121207233003|
KFS1662|KFS-TEM-KRIM-EMAIL-0523|1.0|KFS3284|PERSON|WRK|fhowse@kuali.org|Y|Y|20121207233003|
KFS1663|KFS-TEM-KRIM-EMAIL-0524|1.0|KFS2757|PERSON|WRK|gsherril@kuali.org|Y|Y|20121207233003|
KFS1664|KFS-TEM-KRIM-EMAIL-0525|1.0|KFS2977|PERSON|WRK|satoy@kuali.org|Y|Y|20121207233003|
KFS1665|KFS-TEM-KRIM-EMAIL-0526|1.0|KFS3039|PERSON|WRK|fholloma@kuali.org|Y|Y|20121207233003|
KFS1666|KFS-TEM-KRIM-EMAIL-0527|1.0|KFS3028|PERSON|WRK|mstansbu@kuali.org|Y|Y|20121207233003|
KFS1667|KFS-TEM-KRIM-EMAIL-0528|1.0|KFS3385|PERSON|WRK|ddavidso@kuali.org|Y|Y|20121207233003|
KFS1668|KFS-TEM-KRIM-EMAIL-0529|1.0|KFS3107|PERSON|WRK|daycock@kuali.org|Y|Y|20121207233003|
KFS1669|KFS-TEM-KRIM-EMAIL-0530|1.0|KFS3361|PERSON|WRK|sumccraw@kuali.org|Y|Y|20121207233003|
KFS1670|KFS-TEM-KRIM-EMAIL-0531|1.0|KFS3250|PERSON|WRK|fcrossle@kuali.org|Y|Y|20121207233003|
KFS1671|KFS-TEM-KRIM-EMAIL-0532|1.0|KFS2910|PERSON|WRK|dthrift@kuali.org|Y|Y|20121207233003|
KFS1672|KFS-TEM-KRIM-EMAIL-0533|1.0|KFS1062|PERSON|WRK|pickard@kuali.org|Y|Y|20121207233003|
KFS1673|KFS-TEM-KRIM-EMAIL-0534|1.0|KFS3581|PERSON|WRK|rushows@kuali.org|Y|Y|20121207233003|
KFS1674|KFS-TEM-KRIM-EMAIL-0535|1.0|KFS1028|PERSON|WRK|mukoss@kuali.org|Y|Y|20121207233003|
KFS1675|KFS-TEM-KRIM-EMAIL-0536|1.0|KFS3676|PERSON|WRK|rulake@kuali.org|Y|Y|20121207233003|
KFS1676|KFS-TEM-KRIM-EMAIL-0537|1.0|KFS3765|PERSON|WRK|ducanfie@kuali.org|Y|Y|20121207233003|
KFS1677|KFS-TEM-KRIM-EMAIL-0538|1.0|KFS3303|PERSON|WRK|lfutch@kuali.org|Y|Y|20121207233003|
KFS1678|KFS-TEM-KRIM-EMAIL-0539|1.0|KFS3888|PERSON|WRK|wustonge@kuali.org|Y|Y|20121207233003|
KFS1679|KFS-TEM-KRIM-EMAIL-0540|1.0|KFS3837|PERSON|WRK|atims@kuali.org|Y|Y|20121207233003|
KFS1680|KFS-TEM-KRIM-EMAIL-0541|1.0|KFS3175|PERSON|WRK|fsly@kuali.org|Y|Y|20121207233003|
KFS1681|KFS-TEM-KRIM-EMAIL-0542|1.0|KFS3249|PERSON|WRK|mfunkhou@kuali.org|Y|Y|20121207233003|
KFS1682|KFS-TEM-KRIM-EMAIL-0543|1.0|KFS3057|PERSON|WRK|jvthames@kuali.org|Y|Y|20121207233003|
KFS1683|KFS-TEM-KRIM-EMAIL-0544|1.0|KFS1009|PERSON|WRK|lvbarger@kuali.org|Y|Y|20121207233003|
KFS1684|KFS-TEM-KRIM-EMAIL-0545|1.0|KFS3658|PERSON|WRK|fmayberr@kuali.org|Y|Y|20121207233003|
KFS1685|KFS-TEM-KRIM-EMAIL-0546|1.0|KFS3775|PERSON|WRK|lvcater@kuali.org|Y|Y|20121207233003|
KFS1686|KFS-TEM-KRIM-EMAIL-0547|1.0|KFS3756|PERSON|WRK|avalbin@kuali.org|Y|Y|20121207233003|
KFS1687|KFS-TEM-KRIM-EMAIL-0548|1.0|KFS3857|PERSON|WRK|pegan@kuali.org|Y|Y|20121207233003|
KFS1688|KFS-TEM-KRIM-EMAIL-0549|1.0|KFS3995|PERSON|WRK|pvmcdoug@kuali.org|Y|Y|20121207233003|
