entity_ext_id_id|obj_id|ver_nbr|entity_id|ext_id_typ_cd|ext_id|last_updt_dt|
KFS4697|KFS4697|1.0|KFS2998|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4698|KFS4698|1.0|KFS2999|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4699|KFS4699|1.0|KFS3000|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4700|KFS4700|1.0|KFS3001|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4701|KFS4701|1.0|KFS3002|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4702|KFS4702|1.0|KFS3003|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4703|KFS4703|1.0|KFS3004|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4704|KFS4704|1.0|KFS3005|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4705|KFS4705|1.0|KFS3006|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4706|KFS4706|1.0|KFS3007|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4707|KFS4707|1.0|KFS3008|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4708|KFS4708|1.0|KFS3009|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4709|KFS4709|1.0|KFS3010|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4710|KFS4710|1.0|KFS3011|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4711|KFS4711|1.0|KFS3012|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4712|KFS4712|1.0|KFS3013|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4713|KFS4713|1.0|KFS3014|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4714|KFS4714|1.0|KFS3015|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4715|KFS4715|1.0|KFS3016|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4716|KFS4716|1.0|KFS3017|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4717|KFS4717|1.0|KFS3018|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4718|KFS4718|1.0|KFS3019|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4719|KFS4719|1.0|KFS3020|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4720|KFS4720|1.0|KFS3021|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4721|KFS4721|1.0|KFS3022|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4722|KFS4722|1.0|KFS3023|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4723|KFS4723|1.0|KFS3024|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4724|KFS4724|1.0|KFS3025|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4725|KFS4725|1.0|KFS3026|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4726|KFS4726|1.0|KFS3027|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4727|KFS4727|1.0|KFS3028|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4728|KFS4728|1.0|KFS3029|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4729|KFS4729|1.0|KFS3030|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4730|KFS4730|1.0|KFS3031|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4731|KFS4731|1.0|KFS3032|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4732|KFS4732|1.0|KFS3033|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4733|KFS4733|1.0|KFS3034|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4734|KFS4734|1.0|KFS3035|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4735|KFS4735|1.0|KFS3036|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4736|KFS4736|1.0|KFS3037|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4737|KFS4737|1.0|KFS3038|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4738|KFS4738|1.0|KFS3039|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4739|KFS4739|1.0|KFS3040|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4740|KFS4740|1.0|KFS3041|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4741|KFS4741|1.0|KFS3042|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4742|KFS4742|1.0|KFS3043|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4743|KFS4743|1.0|KFS3044|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4744|KFS4744|1.0|KFS3045|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4745|KFS4745|1.0|KFS3046|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4746|KFS4746|1.0|KFS3047|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4747|KFS4747|1.0|KFS3048|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4748|KFS4748|1.0|KFS3049|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4749|KFS4749|1.0|KFS3050|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4750|KFS4750|1.0|KFS3051|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4751|KFS4751|1.0|KFS3052|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4752|KFS4752|1.0|KFS3053|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4753|KFS4753|1.0|KFS3054|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4754|KFS4754|1.0|KFS3055|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4755|KFS4755|1.0|KFS3056|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4756|KFS4756|1.0|KFS3057|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4757|KFS4757|1.0|KFS3058|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4758|KFS4758|1.0|KFS3059|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4759|KFS4759|1.0|KFS3060|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4760|KFS4760|1.0|KFS3061|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4761|KFS4761|1.0|KFS3062|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4762|KFS4762|1.0|KFS3063|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4763|KFS4763|1.0|KFS3064|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4764|KFS4764|1.0|KFS3065|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4765|KFS4765|1.0|KFS3066|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4766|KFS4766|1.0|KFS3067|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4767|KFS4767|1.0|KFS3068|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4768|KFS4768|1.0|KFS3069|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4769|KFS4769|1.0|KFS3070|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4770|KFS4770|1.0|KFS3071|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4771|KFS4771|1.0|KFS3072|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4772|KFS4772|1.0|KFS3073|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4773|KFS4773|1.0|KFS3074|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4774|KFS4774|1.0|KFS3075|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4775|KFS4775|1.0|KFS3076|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4776|KFS4776|1.0|KFS3077|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4777|KFS4777|1.0|KFS3078|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4778|KFS4778|1.0|KFS3079|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4779|KFS4779|1.0|KFS3080|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4780|KFS4780|1.0|KFS3081|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4781|KFS4781|1.0|KFS3082|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4782|KFS4782|1.0|KFS3083|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4783|KFS4783|1.0|KFS3084|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4784|KFS4784|1.0|KFS3085|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4785|KFS4785|1.0|KFS3086|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4786|KFS4786|1.0|KFS3087|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4787|KFS4787|1.0|KFS3088|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4788|KFS4788|1.0|KFS3089|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4789|KFS4789|1.0|KFS3090|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4790|KFS4790|1.0|KFS3091|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4791|KFS4791|1.0|KFS3092|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4792|KFS4792|1.0|KFS3093|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4793|KFS4793|1.0|KFS3094|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4794|KFS4794|1.0|KFS3095|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4795|KFS4795|1.0|KFS3096|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4796|KFS4796|1.0|KFS3097|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4797|KFS4797|1.0|KFS3098|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4798|KFS4798|1.0|KFS3099|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4799|KFS4799|1.0|KFS3100|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4800|KFS4800|1.0|KFS3101|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4801|KFS4801|1.0|KFS3102|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4802|KFS4802|1.0|KFS3103|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4803|KFS4803|1.0|KFS3104|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4804|KFS4804|1.0|KFS3105|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4805|KFS4805|1.0|KFS3106|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4806|KFS4806|1.0|KFS3107|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4807|KFS4807|1.0|KFS3108|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4808|KFS4808|1.0|KFS3109|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4809|KFS4809|1.0|KFS3110|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4810|KFS4810|1.0|KFS3111|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4811|KFS4811|1.0|KFS3112|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4812|KFS4812|1.0|KFS3113|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4813|KFS4813|1.0|KFS3114|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4814|KFS4814|1.0|KFS3115|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4815|KFS4815|1.0|KFS3116|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4816|KFS4816|1.0|KFS3117|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4817|KFS4817|1.0|KFS3118|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4818|KFS4818|1.0|KFS3119|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4819|KFS4819|1.0|KFS3120|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4820|KFS4820|1.0|KFS3121|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4821|KFS4821|1.0|KFS3122|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4822|KFS4822|1.0|KFS3123|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4823|KFS4823|1.0|KFS3124|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4824|KFS4824|1.0|KFS3125|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4825|KFS4825|1.0|KFS3126|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4826|KFS4826|1.0|KFS3127|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4827|KFS4827|1.0|KFS3128|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4828|KFS4828|1.0|KFS3129|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4829|KFS4829|1.0|KFS3130|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4830|KFS4830|1.0|KFS3131|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4831|KFS4831|1.0|KFS3132|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4832|KFS4832|1.0|KFS3133|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4833|KFS4833|1.0|KFS3134|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4834|KFS4834|1.0|KFS3135|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4835|KFS4835|1.0|KFS3136|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4836|KFS4836|1.0|KFS3137|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4837|KFS4837|1.0|KFS3138|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4838|KFS4838|1.0|KFS3139|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4839|KFS4839|1.0|KFS3140|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4840|KFS4840|1.0|KFS3141|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4841|KFS4841|1.0|KFS3142|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4842|KFS4842|1.0|KFS3143|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4843|KFS4843|1.0|KFS3144|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4844|KFS4844|1.0|KFS3145|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4845|KFS4845|1.0|KFS3146|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4846|KFS4846|1.0|KFS3147|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4847|KFS4847|1.0|KFS3148|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4848|KFS4848|1.0|KFS3149|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4849|KFS4849|1.0|KFS3150|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4850|KFS4850|1.0|KFS3151|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4851|KFS4851|1.0|KFS3152|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4852|KFS4852|1.0|KFS3153|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4853|KFS4853|1.0|KFS3154|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4854|KFS4854|1.0|KFS3155|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4855|KFS4855|1.0|KFS3156|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4856|KFS4856|1.0|KFS3157|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4857|KFS4857|1.0|KFS3158|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4858|KFS4858|1.0|KFS3159|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4859|KFS4859|1.0|KFS3160|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4860|KFS4860|1.0|KFS3161|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4861|KFS4861|1.0|KFS3162|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4862|KFS4862|1.0|KFS3163|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4863|KFS4863|1.0|KFS3164|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4864|KFS4864|1.0|KFS3165|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4865|KFS4865|1.0|KFS3166|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4866|KFS4866|1.0|KFS3167|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4867|KFS4867|1.0|KFS3168|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4868|KFS4868|1.0|KFS3169|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4869|KFS4869|1.0|KFS3170|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4870|KFS4870|1.0|KFS3171|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4871|KFS4871|1.0|KFS3172|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4872|KFS4872|1.0|KFS3173|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4873|KFS4873|1.0|KFS3174|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4874|KFS4874|1.0|KFS3175|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4875|KFS4875|1.0|KFS3176|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4876|KFS4876|1.0|KFS3177|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4877|KFS4877|1.0|KFS3178|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4878|KFS4878|1.0|KFS3179|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4879|KFS4879|1.0|KFS3180|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4880|KFS4880|1.0|KFS3181|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4881|KFS4881|1.0|KFS3182|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4882|KFS4882|1.0|KFS3183|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4883|KFS4883|1.0|KFS3184|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4884|KFS4884|1.0|KFS3185|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4885|KFS4885|1.0|KFS3186|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4886|KFS4886|1.0|KFS3187|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4887|KFS4887|1.0|KFS3188|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4888|KFS4888|1.0|KFS3189|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4889|KFS4889|1.0|KFS3190|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4890|KFS4890|1.0|KFS3191|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4891|KFS4891|1.0|KFS3192|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4892|KFS4892|1.0|KFS3193|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4893|KFS4893|1.0|KFS3194|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4894|KFS4894|1.0|KFS3195|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4895|KFS4895|1.0|KFS3196|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4896|KFS4896|1.0|KFS3197|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4897|KFS4897|1.0|KFS3198|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4898|KFS4898|1.0|KFS3199|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4899|KFS4899|1.0|KFS3200|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4900|KFS4900|1.0|KFS3201|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4901|KFS4901|1.0|KFS3202|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4902|KFS4902|1.0|KFS3203|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4903|KFS4903|1.0|KFS3204|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4904|KFS4904|1.0|KFS3205|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4905|KFS4905|1.0|KFS3206|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4906|KFS4906|1.0|KFS3207|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4907|KFS4907|1.0|KFS3208|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4908|KFS4908|1.0|KFS3209|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4909|KFS4909|1.0|KFS3210|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4910|KFS4910|1.0|KFS3211|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4911|KFS4911|1.0|KFS3212|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4912|KFS4912|1.0|KFS3213|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4913|KFS4913|1.0|KFS3214|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4914|KFS4914|1.0|KFS3215|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4915|KFS4915|1.0|KFS3216|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4916|KFS4916|1.0|KFS3217|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4917|KFS4917|1.0|KFS3218|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4918|KFS4918|1.0|KFS3219|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4919|KFS4919|1.0|KFS3220|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4920|KFS4920|1.0|KFS3221|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4921|KFS4921|1.0|KFS3222|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4922|KFS4922|1.0|KFS3223|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4923|KFS4923|1.0|KFS3224|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4924|KFS4924|1.0|KFS3225|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4925|KFS4925|1.0|KFS3226|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4926|KFS4926|1.0|KFS3227|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4927|KFS4927|1.0|KFS3228|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4928|KFS4928|1.0|KFS3229|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4929|KFS4929|1.0|KFS3230|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4930|KFS4930|1.0|KFS3231|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4931|KFS4931|1.0|KFS3232|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4932|KFS4932|1.0|KFS3233|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4933|KFS4933|1.0|KFS3234|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4934|KFS4934|1.0|KFS3235|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4935|KFS4935|1.0|KFS3236|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4936|KFS4936|1.0|KFS3237|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4937|KFS4937|1.0|KFS3238|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4938|KFS4938|1.0|KFS3239|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4939|KFS4939|1.0|KFS3240|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4940|KFS4940|1.0|KFS3241|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4941|KFS4941|1.0|KFS3242|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4942|KFS4942|1.0|KFS3243|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4943|KFS4943|1.0|KFS3244|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4944|KFS4944|1.0|KFS3245|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4945|KFS4945|1.0|KFS3246|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
