entity_nm_id|obj_id|ver_nbr|entity_id|nm_typ_cd|first_nm|middle_nm|last_nm|suffix_nm|prefix_nm|dflt_ind|actv_ind|last_updt_dt|title_nm|note_msg|nm_chng_dt|
KFS2990|KFS2990|1.0|KFS2990|PRFR|CHRISTOPHER|G|BASHAW|||Y|Y|20121207233018||||
KFS2991|KFS2991|1.0|KFS2991|PRFR|DUNCAN|F|ROEMER|||Y|Y|20121207233018||||
KFS2992|KFS2992|1.0|KFS2992|PRFR|TRICIA|I|BOYKINS|||Y|Y|20121207233018||||
KFS2993|KFS2993|1.0|KFS2993|PRFR|SYBIL|Z|HAIGH|||Y|Y|20121207233018||||
KFS2994|KFS2994|1.0|KFS2994|PRFR|ADELA|Z|ESSARY|||Y|Y|20121207233018||||
KFS2995|KFS2995|1.0|KFS2995|PRFR|AURELIA|L|BARROWS|||Y|Y|20121207233018||||
KFS2996|KFS2996|1.0|KFS2996|PRFR|GARRY|I|OKEEFE|||Y|Y|20121207233018||||
KFS2997|KFS2997|1.0|KFS2997|PRFR|GABRIELLE|N|VIDRINE|||Y|Y|20121207233018||||
KFS2998|KFS2998|1.0|KFS2998|PRFR|STACEY|O|LEATHERWOOD|||Y|Y|20121207233018||||
KFS2999|KFS2999|1.0|KFS2999|PRFR|SONDRA|P|RIGDON|||Y|Y|20121207233018||||
KFS3000|KFS3000|1.0|KFS3000|PRFR|SHELBY|E|NAVA|||Y|Y|20121207233018||||
KFS3001|KFS3001|1.0|KFS3001|PRFR|JULIETTE|T|STROUP|||Y|Y|20121207233018||||
KFS3002|KFS3002|1.0|KFS3002|PRFR|RUSS|G|FORET|||Y|Y|20121207233018||||
KFS3003|KFS3003|1.0|KFS3003|PRFR|ALYSON|S|GILMER|||Y|Y|20121207233018||||
KFS3004|KFS3004|1.0|KFS3004|PRFR|FLORA|L|BODEN|||Y|Y|20121207233018||||
KFS3005|KFS3005|1.0|KFS3005|PRFR|MATILDA|Q|ORTEGA|||Y|Y|20121207233018||||
KFS3006|KFS3006|1.0|KFS3006|PRFR|BEAU|R|GODSEY|||Y|Y|20121207233018||||
KFS3007|KFS3007|1.0|KFS3007|PRFR|DANNY|A|HARDEN|||Y|Y|20121207233018||||
KFS3008|KFS3008|1.0|KFS3008|PRFR|EMILY|L|NICHOLLS|||Y|Y|20121207233018||||
KFS3009|KFS3009|1.0|KFS3009|PRFR|TWILA|K|FEDERICO|||Y|Y|20121207233018||||
KFS3010|KFS3010|1.0|KFS3010|PRFR|SELMA|R|GARRIS|||Y|Y|20121207233018||||
KFS3011|KFS3011|1.0|KFS3011|PRFR|CLINTON|K|GILLAM|||Y|Y|20121207233018||||
KFS3012|KFS3012|1.0|KFS3012|PRFR|TRISHA|C|MCCLENDON|||Y|Y|20121207233018||||
KFS3013|KFS3013|1.0|KFS3013|PRFR|TRENTON|B|GRIGG|||Y|Y|20121207233018||||
KFS3014|KFS3014|1.0|KFS3014|PRFR|ROSARIO|D|GORHAM|||Y|Y|20121207233018||||
KFS3015|KFS3015|1.0|KFS3015|PRFR|JEANIE|X|GUILLORY|||Y|Y|20121207233018||||
KFS3016|KFS3016|1.0|KFS3016|PRFR|ARACELI|Q|EMERY|||Y|Y|20121207233018||||
KFS3017|KFS3017|1.0|KFS3017|PRFR|ANDREA|Q|DOWDY|||Y|Y|20121207233018||||
KFS3018|KFS3018|1.0|KFS3018|PRFR|TOM|G|MOSLEY|||Y|Y|20121207233018||||
KFS3019|KFS3019|1.0|KFS3019|PRFR|NANNIE|J|KAISER|||Y|Y|20121207233018||||
KFS3020|KFS3020|1.0|KFS3020|PRFR|LELIA|S|MINTER|||Y|Y|20121207233018||||
KFS3021|KFS3021|1.0|KFS3021|PRFR|LENA|H|DEAL|||Y|Y|20121207233018||||
KFS3022|KFS3022|1.0|KFS3022|PRFR|MERRILL|T|THORSON|||Y|Y|20121207233018||||
KFS3023|KFS3023|1.0|KFS3023|PRFR|SILAS|V|OMARA|||Y|Y|20121207233018||||
KFS3024|KFS3024|1.0|KFS3024|PRFR|JAMAAL|C|GASAWAY|||Y|Y|20121207233018||||
KFS3025|KFS3025|1.0|KFS3025|PRFR|ORA|N|LOGGINS|||Y|Y|20121207233018||||
KFS3026|KFS3026|1.0|KFS3026|PRFR|MARLENE|Z|MANION|||Y|Y|20121207233018||||
KFS3027|KFS3027|1.0|KFS3027|PRFR|GABRIEL|Z|NIGHTINGALE|||Y|Y|20121207233018||||
KFS3028|KFS3028|1.0|KFS3028|PRFR|MORRIS|U|STANSBURY|||Y|Y|20121207233018||||
KFS3029|KFS3029|1.0|KFS3029|PRFR|ALISSA|E|YANCEY|||Y|Y|20121207233018||||
KFS3030|KFS3030|1.0|KFS3030|PRFR|KIRSTEN|L|HOLLISTER|||Y|Y|20121207233018||||
KFS3031|KFS3031|1.0|KFS3031|PRFR|THERON|I|NATION|||Y|Y|20121207233018||||
KFS3032|KFS3032|1.0|KFS3032|PRFR|MARY|C|GASPARD|||Y|Y|20121207233018||||
KFS3033|KFS3033|1.0|KFS3033|PRFR|ALMA|F|MCCANDLESS|||Y|Y|20121207233018||||
KFS3034|KFS3034|1.0|KFS3034|PRFR|MICHAEL|L|CALLAHAN|||Y|Y|20121207233018||||
KFS3035|KFS3035|1.0|KFS3035|PRFR|AMADO|C|BAUGH|||Y|Y|20121207233018||||
KFS3036|KFS3036|1.0|KFS3036|PRFR|VICTORIA|S|HOUSER|||Y|Y|20121207233018||||
KFS3037|KFS3037|1.0|KFS3037|PRFR|ERNESTINE|Q|WALSTON|||Y|Y|20121207233018||||
KFS3038|KFS3038|1.0|KFS3038|PRFR|OLLIE|M|RANGEL|||Y|Y|20121207233018||||
KFS3039|KFS3039|1.0|KFS3039|PRFR|FRANCISCO|U|HOLLOMAN|||Y|Y|20121207233018||||
KFS3040|KFS3040|1.0|KFS3040|PRFR|KIRSTEN|O|JULIUS|||Y|Y|20121207233018||||
KFS3041|KFS3041|1.0|KFS3041|PRFR|DANIEL|G|STANFILL|||Y|Y|20121207233018||||
KFS3042|KFS3042|1.0|KFS3042|PRFR|MARYANNE|M|CARLISLE|||Y|Y|20121207233018||||
KFS3043|KFS3043|1.0|KFS3043|PRFR|JARED|N|BYBEE|||Y|Y|20121207233018||||
KFS3044|KFS3044|1.0|KFS3044|PRFR|CAROLINA|U|KNOTTS|||Y|Y|20121207233018||||
KFS3045|KFS3045|1.0|KFS3045|PRFR|TONYA|L|KILBURN|||Y|Y|20121207233018||||
KFS3046|KFS3046|1.0|KFS3046|PRFR|JACLYN|J|MELVIN|||Y|Y|20121207233018||||
KFS3047|KFS3047|1.0|KFS3047|PRFR|VIRGIE|A|PUTMAN|||Y|Y|20121207233018||||
KFS3048|KFS3048|1.0|KFS3048|PRFR|VITO|H|OGLESBY|||Y|Y|20121207233018||||
KFS3049|KFS3049|1.0|KFS3049|PRFR|ELVIS|L|MCHENRY|||Y|Y|20121207233018||||
KFS3050|KFS3050|1.0|KFS3050|PRFR|IGNACIO|A|STANFIELD|||Y|Y|20121207233018||||
KFS3051|KFS3051|1.0|KFS3051|PRFR|ANDREW|W|HUCK|||Y|Y|20121207233018||||
KFS3052|KFS3052|1.0|KFS3052|PRFR|WOODROW|E|WENTWORTH|||Y|Y|20121207233018||||
KFS3053|KFS3053|1.0|KFS3053|PRFR|ART|X|MAYHEW|||Y|Y|20121207233018||||
KFS3054|KFS3054|1.0|KFS3054|PRFR|JOSEPHINE|F|LINGENFELTER|||Y|Y|20121207233018||||
KFS3055|KFS3055|1.0|KFS3055|PRFR|NOAH|P|SOLIS|||Y|Y|20121207233018||||
KFS3056|KFS3056|1.0|KFS3056|PRFR|RAMON|L|KEYSER|||Y|Y|20121207233018||||
KFS3057|KFS3057|1.0|KFS3057|PRFR|JIMMY|V|THAMES|||Y|Y|20121207233018||||
KFS3058|KFS3058|1.0|KFS3058|PRFR|GUSTAVO|Y|ELIAS|||Y|Y|20121207233018||||
KFS3059|KFS3059|1.0|KFS3059|PRFR|DELIA|B|HEROD|||Y|Y|20121207233018||||
KFS3060|KFS3060|1.0|KFS3060|PRFR|JEAN|S|BLAINE|||Y|Y|20121207233018||||
KFS3061|KFS3061|1.0|KFS3061|PRFR|JONAS|M|BAIRD|||Y|Y|20121207233018||||
KFS3062|KFS3062|1.0|KFS3062|PRFR|ESTER|K|BROOMFIELD|||Y|Y|20121207233018||||
KFS3063|KFS3063|1.0|KFS3063|PRFR|FERDINAND|T|STROMBERG|||Y|Y|20121207233018||||
KFS3064|KFS3064|1.0|KFS3064|PRFR|LAURI|D|MICHALAK|||Y|Y|20121207233018||||
KFS3065|KFS3065|1.0|KFS3065|PRFR|WILBERT|V|MCMURRY|||Y|Y|20121207233018||||
KFS3066|KFS3066|1.0|KFS3066|PRFR|PORFIRIO|H|FOREST|||Y|Y|20121207233018||||
KFS3067|KFS3067|1.0|KFS3067|PRFR|MOISES|H|KOZLOWSKI|||Y|Y|20121207233018||||
KFS3068|KFS3068|1.0|KFS3068|PRFR|WALDO|S|SMITHSON|||Y|Y|20121207233018||||
KFS3069|KFS3069|1.0|KFS3069|PRFR|ADRIAN|Q|WILK|||Y|Y|20121207233018||||
KFS3070|KFS3070|1.0|KFS3070|PRFR|JOSIAH|X|LANDEROS|||Y|Y|20121207233018||||
KFS3071|KFS3071|1.0|KFS3071|PRFR|ARIEL|E|ABAD|||Y|Y|20121207233018||||
KFS3072|KFS3072|1.0|KFS3072|PRFR|LADONNA|P|HOGGARD|||Y|Y|20121207233018||||
KFS3073|KFS3073|1.0|KFS3073|PRFR|SELMA|P|LITTLES|||Y|Y|20121207233018||||
KFS3074|KFS3074|1.0|KFS3074|PRFR|ALTON|V|JANKOWSKI|||Y|Y|20121207233018||||
KFS3075|KFS3075|1.0|KFS3075|PRFR|MICHELE|J|MORENO|||Y|Y|20121207233018||||
KFS3076|KFS3076|1.0|KFS3076|PRFR|LETICIA|X|GUTIERREZ|||Y|Y|20121207233018||||
KFS3077|KFS3077|1.0|KFS3077|PRFR|DOMINIC|J|KEAN|||Y|Y|20121207233018||||
KFS3078|KFS3078|1.0|KFS3078|PRFR|MYRA|P|LARGE|||Y|Y|20121207233018||||
KFS3079|KFS3079|1.0|KFS3079|PRFR|LAWRENCE|Y|MERAZ|||Y|Y|20121207233018||||
KFS3080|KFS3080|1.0|KFS3080|PRFR|LOUIE|H|RAAB|||Y|Y|20121207233018||||
KFS3081|KFS3081|1.0|KFS3081|PRFR|ROMEO|K|RUFFNER|||Y|Y|20121207233018||||
KFS3082|KFS3082|1.0|KFS3082|PRFR|MOHAMED|I|BILLUPS|||Y|Y|20121207233018||||
KFS3083|KFS3083|1.0|KFS3083|PRFR|STANLEY|L|MORELL|||Y|Y|20121207233018||||
KFS3084|KFS3084|1.0|KFS3084|PRFR|BROOKE|D|RUBEN|||Y|Y|20121207233018||||
KFS3085|KFS3085|1.0|KFS3085|PRFR|CLAIR|T|BURROWS|||Y|Y|20121207233018||||
KFS3086|KFS3086|1.0|KFS3086|PRFR|PHILLIP|Z|BENTLEY|||Y|Y|20121207233018||||
KFS3087|KFS3087|1.0|KFS3087|PRFR|ALFONZO|T|ICKES|||Y|Y|20121207233018||||
KFS3088|KFS3088|1.0|KFS3088|PRFR|SELMA|W|DERRY|||Y|Y|20121207233018||||
KFS3089|KFS3089|1.0|KFS3089|PRFR|LUIS|Z|NEWSON|||Y|Y|20121207233018||||
KFS3090|KFS3090|1.0|KFS3090|PRFR|RONNY|W|JAWORSKI|||Y|Y|20121207233018||||
KFS3091|KFS3091|1.0|KFS3091|PRFR|ROBT|P|COGGINS|||Y|Y|20121207233018||||
KFS3092|KFS3092|1.0|KFS3092|PRFR|DANNIE|W|GERHARDT|||Y|Y|20121207233018||||
KFS3093|KFS3093|1.0|KFS3093|PRFR|MARTY|K|CUSTER|||Y|Y|20121207233018||||
KFS3094|KFS3094|1.0|KFS3094|PRFR|DOYLE|N|GINSBERG|||Y|Y|20121207233018||||
KFS3095|KFS3095|1.0|KFS3095|PRFR|GEORGETTE|M|YIM|||Y|Y|20121207233018||||
KFS3096|KFS3096|1.0|KFS3096|PRFR|OLLIE|N|MCKAMEY|||Y|Y|20121207233018||||
KFS3097|KFS3097|1.0|KFS3097|PRFR|TROY|Z|LANDER|||Y|Y|20121207233018||||
KFS3098|KFS3098|1.0|KFS3098|PRFR|ARMANDO|K|FIX|||Y|Y|20121207233018||||
KFS3099|KFS3099|1.0|KFS3099|PRFR|TIM|G|BAYLES|||Y|Y|20121207233018||||
KFS3100|KFS3100|1.0|KFS3100|PRFR|HOMER|X|FORE|||Y|Y|20121207233018||||
KFS3101|KFS3101|1.0|KFS3101|PRFR|SASHA|L|CHABOT|||Y|Y|20121207233018||||
KFS3102|KFS3102|1.0|KFS3102|PRFR|CARL|E|BURNSIDE|||Y|Y|20121207233018||||
KFS3103|KFS3103|1.0|KFS3103|PRFR|JAMES|K|TRUEBLOOD|||Y|Y|20121207233018||||
KFS3104|KFS3104|1.0|KFS3104|PRFR|HANK|B|NICHOL|||Y|Y|20121207233018||||
KFS3105|KFS3105|1.0|KFS3105|PRFR|SHELTON|N|EBERLE|||Y|Y|20121207233018||||
KFS3106|KFS3106|1.0|KFS3106|PRFR|MIKE|B|BOLANOS|||Y|Y|20121207233018||||
KFS3107|KFS3107|1.0|KFS3107|PRFR|DAMON|U|AYCOCK|||Y|Y|20121207233018||||
KFS3108|KFS3108|1.0|KFS3108|PRFR|DENNY|F|BRENT|||Y|Y|20121207233018||||
KFS3109|KFS3109|1.0|KFS3109|PRFR|ALBERT|S|ATWOOD|||Y|Y|20121207233018||||
KFS3110|KFS3110|1.0|KFS3110|PRFR|LAZARO|T|QUINTANILLA|||Y|Y|20121207233018||||
KFS3111|KFS3111|1.0|KFS3111|PRFR|CANDY|J|AUSTIN|||Y|Y|20121207233018||||
KFS3112|KFS3112|1.0|KFS3112|PRFR|TAMMY|V|ISLAS|||Y|Y|20121207233018||||
KFS3113|KFS3113|1.0|KFS3113|PRFR|ROBERTO|M|DURST|||Y|Y|20121207233018||||
KFS3114|KFS3114|1.0|KFS3114|PRFR|MADELEINE|Q|TOMLINSON|||Y|Y|20121207233018||||
KFS3115|KFS3115|1.0|KFS3115|PRFR|MABLE|V|LIU|||Y|Y|20121207233018||||
KFS3116|KFS3116|1.0|KFS3116|PRFR|STEFAN|Y|REGISTER|||Y|Y|20121207233018||||
KFS3117|KFS3117|1.0|KFS3117|PRFR|SABRINA|Q|EASON|||Y|Y|20121207233018||||
KFS3118|KFS3118|1.0|KFS3118|PRFR|CATHERINE|D|BOOKMAN|||Y|Y|20121207233018||||
KFS3119|KFS3119|1.0|KFS3119|PRFR|SEYMOUR|S|METCALF|||Y|Y|20121207233018||||
KFS3120|KFS3120|1.0|KFS3120|PRFR|FRANCISCO|X|WILLHITE|||Y|Y|20121207233018||||
KFS3121|KFS3121|1.0|KFS3121|PRFR|MASON|P|PARMER|||Y|Y|20121207233018||||
KFS3122|KFS3122|1.0|KFS3122|PRFR|WELDON|B|BRAZIL|||Y|Y|20121207233018||||
KFS3123|KFS3123|1.0|KFS3123|PRFR|GARTH|Z|PICKLE|||Y|Y|20121207233018||||
KFS3124|KFS3124|1.0|KFS3124|PRFR|ELOISE|T|RODARTE|||Y|Y|20121207233018||||
KFS3125|KFS3125|1.0|KFS3125|PRFR|RILEY|O|SHRADER|||Y|Y|20121207233018||||
KFS3126|KFS3126|1.0|KFS3126|PRFR|WESTON|P|AKINS|||Y|Y|20121207233018||||
KFS3127|KFS3127|1.0|KFS3127|PRFR|SHELBY|M|NUNEZ|||Y|Y|20121207233018||||
KFS3128|KFS3128|1.0|KFS3128|PRFR|ABDUL|P|NAVARRETTE|||Y|Y|20121207233018||||
KFS3129|KFS3129|1.0|KFS3129|PRFR|CHARLEY|H|SWINSON|||Y|Y|20121207233018||||
KFS3130|KFS3130|1.0|KFS3130|PRFR|JORGE|J|QUACKENBUSH|||Y|Y|20121207233018||||
KFS3131|KFS3131|1.0|KFS3131|PRFR|EDDIE|G|CASTANON|||Y|Y|20121207233018||||
KFS3132|KFS3132|1.0|KFS3132|PRFR|BRADLY|D|FEY|||Y|Y|20121207233018||||
KFS3133|KFS3133|1.0|KFS3133|PRFR|MORGAN|O|HUDDLESTON|||Y|Y|20121207233018||||
KFS3134|KFS3134|1.0|KFS3134|PRFR|SAVANNAH|X|TOOLE|||Y|Y|20121207233018||||
KFS3135|KFS3135|1.0|KFS3135|PRFR|DORIS|B|PILKINGTON|||Y|Y|20121207233018||||
KFS3136|KFS3136|1.0|KFS3136|PRFR|STUART|K|GANT|||Y|Y|20121207233018||||
KFS3137|KFS3137|1.0|KFS3137|PRFR|VIOLA|R|MAGNUSON|||Y|Y|20121207233018||||
KFS3138|KFS3138|1.0|KFS3138|PRFR|WILTON|K|LYKINS|||Y|Y|20121207233018||||
KFS3139|KFS3139|1.0|KFS3139|PRFR|ORA|C|MCNALLY|||Y|Y|20121207233018||||
KFS3140|KFS3140|1.0|KFS3140|PRFR|MORGAN|B|SWITZER|||Y|Y|20121207233018||||
KFS3141|KFS3141|1.0|KFS3141|PRFR|INGRID|E|EAKINS|||Y|Y|20121207233018||||
KFS3142|KFS3142|1.0|KFS3142|PRFR|MICKEY|Y|CONWELL|||Y|Y|20121207233018||||
KFS3143|KFS3143|1.0|KFS3143|PRFR|SYLVESTER|J|VILLAGOMEZ|||Y|Y|20121207233018||||
KFS3144|KFS3144|1.0|KFS3144|PRFR|GREGORIO|G|WESTOVER|||Y|Y|20121207233018||||
KFS3145|KFS3145|1.0|KFS3145|PRFR|KATHARINE|T|MCPHAIL|||Y|Y|20121207233018||||
KFS3146|KFS3146|1.0|KFS3146|PRFR|ROBERTA|G|RENFROW|||Y|Y|20121207233018||||
KFS3147|KFS3147|1.0|KFS3147|PRFR|RENEE|Z|DEEN|||Y|Y|20121207233018||||
KFS3148|KFS3148|1.0|KFS3148|PRFR|LINA|J|LARA|||Y|Y|20121207233018||||
KFS3149|KFS3149|1.0|KFS3149|PRFR|MEAGAN|P|CHICK|||Y|Y|20121207233018||||
KFS3150|KFS3150|1.0|KFS3150|PRFR|LUKE|L|BOONE|||Y|Y|20121207233018||||
KFS3151|KFS3151|1.0|KFS3151|PRFR|BRAD|X|FARRELL|||Y|Y|20121207233018||||
KFS3152|KFS3152|1.0|KFS3152|PRFR|LYNN|A|EADDY|||Y|Y|20121207233018||||
KFS3153|KFS3153|1.0|KFS3153|PRFR|EVE|U|ARENAS|||Y|Y|20121207233018||||
KFS3154|KFS3154|1.0|KFS3154|PRFR|MITCHEL|C|TALBERT|||Y|Y|20121207233018||||
KFS3155|KFS3155|1.0|KFS3155|PRFR|RACHAEL|J|LOUCKS|||Y|Y|20121207233018||||
KFS3156|KFS3156|1.0|KFS3156|PRFR|TRISHA|P|COLELLA|||Y|Y|20121207233018||||
KFS3157|KFS3157|1.0|KFS3157|PRFR|MELISSA|U|SCHRAMM|||Y|Y|20121207233018||||
KFS3158|KFS3158|1.0|KFS3158|PRFR|CHRISTOPHER|Q|QUARLES|||Y|Y|20121207233018||||
KFS3159|KFS3159|1.0|KFS3159|PRFR|FRANCINE|B|LY|||Y|Y|20121207233018||||
KFS3160|KFS3160|1.0|KFS3160|PRFR|TERRIE|C|ARANDA|||Y|Y|20121207233018||||
KFS3161|KFS3161|1.0|KFS3161|PRFR|ROSETTA|S|MCCULLY|||Y|Y|20121207233018||||
KFS3162|KFS3162|1.0|KFS3162|PRFR|SELMA|K|BUFORD|||Y|Y|20121207233018||||
KFS3163|KFS3163|1.0|KFS3163|PRFR|PERRY|Q|GALVEZ|||Y|Y|20121207233018||||
KFS3164|KFS3164|1.0|KFS3164|PRFR|DIANN|P|LESKO|||Y|Y|20121207233018||||
KFS3165|KFS3165|1.0|KFS3165|PRFR|JOHNATHON|K|LOEFFLER|||Y|Y|20121207233018||||
KFS3166|KFS3166|1.0|KFS3166|PRFR|TERRY|H|SYLVESTER|||Y|Y|20121207233018||||
KFS3167|KFS3167|1.0|KFS3167|PRFR|YVETTE|I|RYDER|||Y|Y|20121207233018||||
KFS3168|KFS3168|1.0|KFS3168|PRFR|TERRANCE|B|SWANNER|||Y|Y|20121207233018||||
KFS3169|KFS3169|1.0|KFS3169|PRFR|JEANETTE|E|YOHO|||Y|Y|20121207233018||||
KFS3170|KFS3170|1.0|KFS3170|PRFR|JIMMY|D|PFEIFER|||Y|Y|20121207233018||||
KFS3171|KFS3171|1.0|KFS3171|PRFR|CHRYSTAL|F|KEE|||Y|Y|20121207233018||||
KFS3172|KFS3172|1.0|KFS3172|PRFR|RICHARD|G|LAY|||Y|Y|20121207233018||||
KFS3173|KFS3173|1.0|KFS3173|PRFR|SELMA|Q|TOLMAN|||Y|Y|20121207233018||||
KFS3174|KFS3174|1.0|KFS3174|PRFR|SHELLY|F|SERNA|||Y|Y|20121207233018||||
KFS3175|KFS3175|1.0|KFS3175|PRFR|FERDINAND|U|SLY|||Y|Y|20121207233018||||
KFS3176|KFS3176|1.0|KFS3176|PRFR|SALLIE|G|HASTINGS|||Y|Y|20121207233018||||
KFS3177|KFS3177|1.0|KFS3177|PRFR|TESSA|M|ABBEY|||Y|Y|20121207233018||||
KFS3178|KFS3178|1.0|KFS3178|PRFR|GUS|J|DUCHARME|||Y|Y|20121207233018||||
KFS3179|KFS3179|1.0|KFS3179|PRFR|GEORGE|D|YAZZIE|||Y|Y|20121207233018||||
KFS3180|KFS3180|1.0|KFS3180|PRFR|IRENE|S|CARBAJAL|||Y|Y|20121207233018||||
KFS3181|KFS3181|1.0|KFS3181|PRFR|JOANNE|T|NUSS|||Y|Y|20121207233018||||
KFS3182|KFS3182|1.0|KFS3182|PRFR|MOSES|L|FORSTER|||Y|Y|20121207233018||||
KFS3183|KFS3183|1.0|KFS3183|PRFR|EMILY|N|AQUILAR|||Y|Y|20121207233018||||
KFS3184|KFS3184|1.0|KFS3184|PRFR|LEANN|D|MEACHAM|||Y|Y|20121207233018||||
KFS3185|KFS3185|1.0|KFS3185|PRFR|ROXIE|B|BOYES|||Y|Y|20121207233018||||
KFS3186|KFS3186|1.0|KFS3186|PRFR|FELIPE|V|DUVALL|||Y|Y|20121207233018||||
KFS3187|KFS3187|1.0|KFS3187|PRFR|EUNICE|I|OLGUIN|||Y|Y|20121207233018||||
KFS3188|KFS3188|1.0|KFS3188|PRFR|TRACIE|R|ALDEN|||Y|Y|20121207233018||||
KFS3189|KFS3189|1.0|KFS3189|PRFR|BURTON|B|BURRUSS|||Y|Y|20121207233018||||
KFS3190|KFS3190|1.0|KFS3190|PRFR|MARCI|E|SCANLAN|||Y|Y|20121207233018||||
KFS3191|KFS3191|1.0|KFS3191|PRFR|LYNNETTE|E|MULLER|||Y|Y|20121207233018||||
KFS3192|KFS3192|1.0|KFS3192|PRFR|JACKLYN|J|GORDY|||Y|Y|20121207233018||||
KFS3193|KFS3193|1.0|KFS3193|PRFR|DALTON|P|WESSON|||Y|Y|20121207233018||||
KFS3194|KFS3194|1.0|KFS3194|PRFR|HUGH|H|BOLDEN|||Y|Y|20121207233018||||
KFS3195|KFS3195|1.0|KFS3195|PRFR|LLOYD|N|ESHELMAN|||Y|Y|20121207233018||||
KFS3196|KFS3196|1.0|KFS3196|PRFR|DESIREE|G|OLANDER|||Y|Y|20121207233018||||
KFS3197|KFS3197|1.0|KFS3197|PRFR|LUCY|E|FELKER|||Y|Y|20121207233018||||
KFS3198|KFS3198|1.0|KFS3198|PRFR|HAROLD|C|BOGARD|||Y|Y|20121207233018||||
KFS3199|KFS3199|1.0|KFS3199|PRFR|GEORGIA|R|KRAUS|||Y|Y|20121207233018||||
KFS3200|KFS3200|1.0|KFS3200|PRFR|DEBRA|J|BINION|||Y|Y|20121207233018||||
KFS3201|KFS3201|1.0|KFS3201|PRFR|ROCCO|O|CAREY|||Y|Y|20121207233018||||
KFS3202|KFS3202|1.0|KFS3202|PRFR|IVORY|A|KONRAD|||Y|Y|20121207233018||||
KFS3203|KFS3203|1.0|KFS3203|PRFR|ADELA|O|SEITZ|||Y|Y|20121207233018||||
KFS3204|KFS3204|1.0|KFS3204|PRFR|WESLEY|F|TOM|||Y|Y|20121207233018||||
KFS3205|KFS3205|1.0|KFS3205|PRFR|COLETTE|V|WENDEL|||Y|Y|20121207233018||||
KFS3206|KFS3206|1.0|KFS3206|PRFR|DOUGLAS|Y|TRUEBLOOD|||Y|Y|20121207233018||||
KFS3207|KFS3207|1.0|KFS3207|PRFR|SPENCER|E|HAFER|||Y|Y|20121207233018||||
KFS3208|KFS3208|1.0|KFS3208|PRFR|WILSON|W|ROE|||Y|Y|20121207233018||||
KFS3209|KFS3209|1.0|KFS3209|PRFR|WARREN|Z|TOLENTINO|||Y|Y|20121207233018||||
KFS3210|KFS3210|1.0|KFS3210|PRFR|FLORENCE|Y|HOGG|||Y|Y|20121207233018||||
KFS3211|KFS3211|1.0|KFS3211|PRFR|MAY|O|LLOYD|||Y|Y|20121207233018||||
KFS3212|KFS3212|1.0|KFS3212|PRFR|FRANCISCA|D|STGERMAIN|||Y|Y|20121207233018||||
KFS3213|KFS3213|1.0|KFS3213|PRFR|JEANINE|S|DENMAN|||Y|Y|20121207233018||||
KFS3214|KFS3214|1.0|KFS3214|PRFR|LOUIE|Z|MILAM|||Y|Y|20121207233018||||
KFS3215|KFS3215|1.0|KFS3215|PRFR|DONA|D|MARTI|||Y|Y|20121207233018||||
KFS3216|KFS3216|1.0|KFS3216|PRFR|GENE|P|BILLY|||Y|Y|20121207233018||||
KFS3217|KFS3217|1.0|KFS3217|PRFR|DWIGHT|F|BINKLEY|||Y|Y|20121207233018||||
KFS3218|KFS3218|1.0|KFS3218|PRFR|MARGARITO|P|BROGAN|||Y|Y|20121207233018||||
KFS3219|KFS3219|1.0|KFS3219|PRFR|MARYELLEN|F|SAWYER|||Y|Y|20121207233018||||
KFS3220|KFS3220|1.0|KFS3220|PRFR|RANDI|A|GINN|||Y|Y|20121207233018||||
KFS3221|KFS3221|1.0|KFS3221|PRFR|MEAGAN|V|MICELI|||Y|Y|20121207233018||||
KFS3222|KFS3222|1.0|KFS3222|PRFR|BOOKER|Y|WOMBLE|||Y|Y|20121207233018||||
KFS3223|KFS3223|1.0|KFS3223|PRFR|ERMA|V|HYDER|||Y|Y|20121207233018||||
KFS3224|KFS3224|1.0|KFS3224|PRFR|DOLLY|D|KUNZ|||Y|Y|20121207233018||||
KFS3225|KFS3225|1.0|KFS3225|PRFR|ELVIA|A|SWART|||Y|Y|20121207233018||||
KFS3226|KFS3226|1.0|KFS3226|PRFR|KRIS|T|GOURLEY|||Y|Y|20121207233018||||
KFS3227|KFS3227|1.0|KFS3227|PRFR|STANLEY|M|VANSCOY|||Y|Y|20121207233018||||
KFS3228|KFS3228|1.0|KFS3228|PRFR|JEFFEREY|C|MCPHEE|||Y|Y|20121207233018||||
KFS3229|KFS3229|1.0|KFS3229|PRFR|CASEY|Y|HARLAN|||Y|Y|20121207233018||||
KFS3230|KFS3230|1.0|KFS3230|PRFR|JOSEPHINE|D|NEVES|||Y|Y|20121207233018||||
KFS3231|KFS3231|1.0|KFS3231|PRFR|KATHLEEN|R|BARNES|||Y|Y|20121207233018||||
KFS3232|KFS3232|1.0|KFS3232|PRFR|DEBORAH|Q|ARNESON|||Y|Y|20121207233018||||
KFS3233|KFS3233|1.0|KFS3233|PRFR|EDWIN|I|FISCUS|||Y|Y|20121207233018||||
KFS3234|KFS3234|1.0|KFS3234|PRFR|SOFIA|Y|MAULDIN|||Y|Y|20121207233018||||
KFS3235|KFS3235|1.0|KFS3235|PRFR|RICKEY|L|BALDWIN|||Y|Y|20121207233018||||
